Genetoxic Stress Proteins		
This table was generated by retriving a list of DNA Damage/Repair and Cell Cyle proteins found in both the UniProt and ProteinAtlas datasets to ensure high-confidence data		
		
Protein names	Gene Names	Gene Ontology (biological process)
ATPase WRNIP1 (EC 3.6.1.-) (Werner helicase-interacting protein 1)	WRNIP1 WHIP	DNA synthesis involved in DNA repair [GO:0000731]; DNA-templated DNA replication [GO:0006261]; innate immune response [GO:0045087]; regulation of DNA-templated DNA replication initiation [GO:0030174]
Pre-mRNA-splicing factor SYF1 (Protein HCNP) (XPA-binding protein 2)	XAB2 HCNP KIAA1177 SYF1 PP3898	blastocyst development [GO:0001824]; cerebral cortex development [GO:0021987]; DNA-templated transcription [GO:0006351]; generation of catalytic spliceosome for first transesterification step [GO:0000349]; mRNA splicing, via spliceosome [GO:0000398]; transcription-coupled nucleotide-excision repair [GO:0006283]
E3 ubiquitin-protein ligase XIAP (EC 2.3.2.27) (Baculoviral IAP repeat-containing protein 4) (IAP-like protein) (ILP) (hILP) (Inhibitor of apoptosis protein 3) (IAP-3) (hIAP-3) (hIAP3) (RING-type E3 ubiquitin transferase XIAP) (X-linked inhibitor of apoptosis protein) (X-linked IAP)	XIAP API3 BIRC4 IAP3	copper ion homeostasis [GO:0055070]; defense response to bacterium [GO:0042742]; DNA damage response [GO:0006974]; negative regulation of apoptotic process [GO:0043066]; negative regulation of tumor necrosis factor-mediated signaling pathway [GO:0010804]; neuron apoptotic process [GO:0051402]; nucleotide-binding oligomerization domain containing 1 signaling pathway [GO:0070427]; nucleotide-binding oligomerization domain containing 2 signaling pathway [GO:0070431]; positive regulation of canonical NF-kappaB signal transduction [GO:0043123]; positive regulation of canonical Wnt signaling pathway [GO:0090263]; positive regulation of JNK cascade [GO:0046330]; positive regulation of protein linear polyubiquitination [GO:1902530]; positive regulation of protein ubiquitination [GO:0031398]; positive regulation of type I interferon production [GO:0032481]; protein K63-linked ubiquitination [GO:0070534]; quinolinate biosynthetic process [GO:0019805]; regulation of apoptosis involved in tissue homeostasis [GO:0060785]; regulation of apoptotic process [GO:0042981]; regulation of BMP signaling pathway [GO:0030510]; regulation of cell cycle [GO:0051726]; regulation of inflammatory response [GO:0050727]; regulation of innate immune response [GO:0045088]; regulation of nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway [GO:0070424]; response to lipopolysaccharide [GO:0032496]; Wnt signaling pathway [GO:0016055]
DNA repair protein complementing XP-A cells (Xeroderma pigmentosum group A-complementing protein)	XPA XPAC	base-excision repair [GO:0006284]; DNA repair [GO:0006281]; intrinsic apoptotic signaling pathway in response to DNA damage [GO:0008630]; multicellular organism growth [GO:0035264]; nucleotide-excision repair [GO:0006289]; nucleotide-excision repair involved in interstrand cross-link repair [GO:1901255]; nucleotide-excision repair, DNA damage recognition [GO:0000715]; positive regulation of transcription initiation by RNA polymerase II [GO:0060261]; protein localization to nucleus [GO:0034504]; regulation of autophagy [GO:0010506]; response to oxidative stress [GO:0006979]; response to toxic substance [GO:0009636]; UV protection [GO:0009650]; UV-damage excision repair [GO:0070914]
DNA repair protein complementing XP-C cells (Xeroderma pigmentosum group C-complementing protein) (p125)	XPC XPCC	DNA repair [GO:0006281]; mismatch repair [GO:0006298]; mitotic intra-S DNA damage checkpoint signaling [GO:0031573]; nucleotide-excision repair [GO:0006289]; positive regulation of DNA-templated transcription [GO:0045893]; pyrimidine dimer repair by nucleotide-excision repair [GO:0000720]; regulation of mitotic cell cycle phase transition [GO:1901990]; response to auditory stimulus [GO:0010996]; response to UV-B [GO:0010224]; response to xenobiotic stimulus [GO:0009410]; UV-damage excision repair [GO:0070914]
DNA repair protein XRCC1 (X-ray repair cross-complementing protein 1)	XRCC1	base-excision repair [GO:0006284]; double-strand break repair [GO:0006302]; double-strand break repair via nonhomologous end joining [GO:0006303]; hippocampus development [GO:0021766]; negative regulation of protection from non-homologous end joining at telomere [GO:1905765]; negative regulation of protein ADP-ribosylation [GO:0010836]; regulation of base-excision repair [GO:1905051]; response to hydroperoxide [GO:0033194]; single strand break repair [GO:0000012]; telomeric DNA-containing double minutes formation [GO:0061819]
DNA repair protein XRCC2 (X-ray repair cross-complementing protein 2)	XRCC2	centrosome cycle [GO:0007098]; DNA repair [GO:0006281]; DNA strand invasion [GO:0042148]; double-strand break repair via homologous recombination [GO:0000724]; in utero embryonic development [GO:0001701]; meiotic cell cycle [GO:0051321]; mitotic cell cycle [GO:0000278]; multicellular organism growth [GO:0035264]; negative regulation of neuron apoptotic process [GO:0043524]; neurogenesis [GO:0022008]; positive regulation of neurogenesis [GO:0050769]; regulation of fibroblast apoptotic process [GO:2000269]; response to gamma radiation [GO:0010332]; response to X-ray [GO:0010165]; somitogenesis [GO:0001756]
DNA repair protein Ku80 (EC 4.2.99.18) (EC 5.6.2.4) (86 kDa subunit of Ku antigen) (ATP-dependent DNA helicase 2 subunit 2) (ATP-dependent DNA helicase II 80 kDa subunit) (CTC box-binding factor 85 kDa subunit) (CTC85) (CTCBF) (DNA repair protein XRCC5) (Ku80) (Ku86) (Lupus Ku autoantigen protein p86) (Nuclear factor IV) (Thyroid-lupus autoantigen) (TLAA) (X-ray repair complementing defective repair in Chinese hamster cells 5 (double-strand-break rejoining)) (X-ray repair cross-complementing protein 5)	XRCC5 G22P2	activation of innate immune response [GO:0002218]; cellular response to gamma radiation [GO:0071480]; cellular response to leukemia inhibitory factor [GO:1990830]; DNA damage response [GO:0006974]; DNA recombination [GO:0006310]; double-strand break repair [GO:0006302]; double-strand break repair via nonhomologous end joining [GO:0006303]; hematopoietic stem cell differentiation [GO:0060218]; hematopoietic stem cell proliferation [GO:0071425]; innate immune response [GO:0045087]; negative regulation of DNA-templated transcription [GO:0045892]; negative regulation of t-circle formation [GO:1904430]; neurogenesis [GO:0022008]; positive regulation of neurogenesis [GO:0050769]; protein localization to chromosome, telomeric region [GO:0070198]; recombinational repair [GO:0000725]; regulation of smooth muscle cell proliferation [GO:0048660]; regulation of telomere maintenance [GO:0032204]; small-subunit processome assembly [GO:0034462]; telomere maintenance [GO:0000723]; telomere maintenance via telomerase [GO:0007004]
DNA repair protein Ku70 (EC 4.2.99.18) (EC 5.6.2.4) (5'-deoxyribose-5-phosphate lyase Ku70) (5'-dRP lyase Ku70) (70 kDa subunit of Ku antigen) (ATP-dependent DNA helicase 2 subunit 1) (ATP-dependent DNA helicase II 70 kDa subunit) (CTC box-binding factor 75 kDa subunit) (CTC75) (CTCBF) (DNA repair protein XRCC6) (Lupus Ku autoantigen protein p70) (Ku70) (Thyroid-lupus autoantigen) (TLAA) (X-ray repair complementing defective repair in Chinese hamster cells 6) (X-ray repair cross-complementing protein 6)	XRCC6 G22P1	activation of innate immune response [GO:0002218]; cellular hyperosmotic salinity response [GO:0071475]; cellular response to gamma radiation [GO:0071480]; cellular response to X-ray [GO:0071481]; double-strand break repair via classical nonhomologous end joining [GO:0097680]; double-strand break repair via nonhomologous end joining [GO:0006303]; innate immune response [GO:0045087]; negative regulation of DNA-templated transcription [GO:0045892]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of lymphocyte differentiation [GO:0045621]; positive regulation of transcription by RNA polymerase II [GO:0045944]; recombinational repair [GO:0000725]; regulation of smooth muscle cell proliferation [GO:0048660]; telomere maintenance [GO:0000723]
Transcriptional coactivator YAP1 (Yes-associated protein 1) (Protein yorkie homolog) (Yes-associated protein YAP65 homolog)	YAP1 YAP65	bud elongation involved in lung branching [GO:0060449]; canonical Wnt signaling pathway [GO:0060070]; cardiac muscle tissue regeneration [GO:0061026]; cell morphogenesis [GO:0000902]; cellular response to gamma radiation [GO:0071480]; cellular response to retinoic acid [GO:0071300]; DNA damage response [GO:0006974]; embryonic heart tube morphogenesis [GO:0003143]; enterocyte differentiation [GO:1903703]; epithelial cell proliferation [GO:0050673]; extrinsic apoptotic signaling pathway [GO:0097191]; glandular epithelial cell differentiation [GO:0002067]; heart process [GO:0003015]; hippo signaling [GO:0035329]; interleukin-6-mediated signaling pathway [GO:0070102]; intestinal epithelial cell development [GO:0060576]; keratinocyte differentiation [GO:0030216]; lateral mesoderm development [GO:0048368]; lung epithelial cell differentiation [GO:0060487]; negative regulation of cilium assembly [GO:1902018]; negative regulation of epithelial cell apoptotic process [GO:1904036]; negative regulation of epithelial cell differentiation [GO:0030857]; negative regulation of extrinsic apoptotic signaling pathway [GO:2001237]; negative regulation of fat cell differentiation [GO:0045599]; negative regulation of gene expression [GO:0010629]; negative regulation of stem cell differentiation [GO:2000737]; negative regulation of transcription by RNA polymerase II [GO:0000122]; notochord development [GO:0030903]; organ growth [GO:0035265]; paraxial mesoderm development [GO:0048339]; polarized epithelial cell differentiation [GO:0030859]; positive regulation of canonical Wnt signaling pathway [GO:0090263]; positive regulation of cardiac muscle cell proliferation [GO:0060045]; positive regulation of cell growth [GO:0030307]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of epithelial cell proliferation [GO:0050679]; positive regulation of gene expression [GO:0010628]; positive regulation of Notch signaling pathway [GO:0045747]; positive regulation of osteoblast differentiation [GO:0045669]; positive regulation of protein localization to nucleus [GO:1900182]; positive regulation of stem cell population maintenance [GO:1902459]; positive regulation of transcription by RNA polymerase II [GO:0045944]; protein-containing complex assembly [GO:0065003]; regulation of keratinocyte proliferation [GO:0010837]; regulation of metanephric nephron tubule epithelial cell differentiation [GO:0072307]; regulation of neurogenesis [GO:0050767]; regulation of stem cell proliferation [GO:0072091]; response to progesterone [GO:0032570]; somatic stem cell population maintenance [GO:0035019]; tissue homeostasis [GO:0001894]; trophectodermal cell differentiation [GO:0001829]; vasculogenesis [GO:0001570]; wound healing [GO:0042060]
Splicing factor YJU2 (Coiled-coil domain-containing protein 94)	YJU2 CCDC94	generation of catalytic spliceosome for first transesterification step [GO:0000349]; negative regulation of DNA damage response, signal transduction by p53 class mediator [GO:0043518]; RNA splicing [GO:0008380]
Transcriptional repressor protein YY1 (Delta transcription factor) (INO80 complex subunit S) (NF-E1) (Yin and yang 1) (YY-1)	YY1 INO80S	anterior/posterior pattern specification [GO:0009952]; B cell differentiation [GO:0030183]; camera-type eye morphogenesis [GO:0048593]; cellular response to interleukin-1 [GO:0071347]; cellular response to UV [GO:0034644]; chromatin remodeling [GO:0006338]; DNA damage response [GO:0006974]; double-strand break repair via homologous recombination [GO:0000724]; immunoglobulin heavy chain V-D-J recombination [GO:0071707]; negative regulation of cell growth involved in cardiac muscle cell development [GO:0061052]; negative regulation of gene expression [GO:0010629]; negative regulation of interferon-beta production [GO:0032688]; negative regulation of miRNA transcription [GO:1902894]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of DNA repair [GO:0045739]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of gene expression [GO:0010628]; positive regulation of telomere maintenance in response to DNA damage [GO:1904507]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of cell cycle [GO:0051726]; regulation of chromosome organization [GO:0033044]; regulation of DNA repair [GO:0006282]; regulation of DNA replication [GO:0006275]; regulation of DNA strand elongation [GO:0060382]; regulation of embryonic development [GO:0045995]; regulation of transcription by RNA polymerase II [GO:0006357]; response to prostaglandin F [GO:0034696]; response to UV-C [GO:0010225]; RNA localization [GO:0006403]; spermatogenesis [GO:0007283]; telomere maintenance [GO:0000723]
Zinc finger and BTB domain-containing protein 1	ZBTB1 KIAA0997	B cell differentiation [GO:0030183]; cellular response to UV [GO:0034644]; chromatin remodeling [GO:0006338]; DNA damage response [GO:0006974]; DNA repair [GO:0006281]; innate immune response [GO:0045087]; mRNA transcription by RNA polymerase II [GO:0042789]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of natural killer cell differentiation [GO:0032825]; positive regulation of pro-T cell differentiation [GO:2000176]; positive regulation of T cell differentiation [GO:0045582]; positive regulation of T cell mediated immunity [GO:0002711]; protein homooligomerization [GO:0051260]; regulation of cytokine production [GO:0001817]; regulation of immune system process [GO:0002682]; T cell differentiation in thymus [GO:0033077]; thymus development [GO:0048538]; translesion synthesis [GO:0019985]
Zinc finger and BTB domain-containing protein 38	ZBTB38	DNA damage response [GO:0006974]; negative regulation of DNA-templated transcription [GO:0045892]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of DNA replication [GO:0006275]; regulation of DNA-templated transcription [GO:0006355]
Zinc finger and BTB domain-containing protein 4 (KAISO-like zinc finger protein 1) (KAISO-L1)	ZBTB4 KIAA1538	DNA damage response [GO:0006974]; negative regulation of DNA-templated transcription [GO:0045892]; negative regulation of transcription by RNA polymerase II [GO:0000122]; regulation of DNA-templated transcription [GO:0006355]
Zinc finger and BTB domain-containing protein 40	ZBTB40 KIAA0478	bone mineralization [GO:0030282]; DNA damage response [GO:0006974]; regulation of transcription by RNA polymerase II [GO:0006357]
Zinc finger and BTB domain-containing protein 7A (Factor binding IST protein 1) (FBI-1) (Factor that binds to inducer of short transcripts protein 1) (HIV-1 1st-binding protein 1) (Leukemia/lymphoma-related factor) (POZ and Krueppel erythroid myeloid ontogenic factor) (POK erythroid myeloid ontogenic factor) (Pokemon) (Pokemon 1) (TTF-I-interacting peptide 21) (TIP21) (Zinc finger protein 857A)	ZBTB7A FBI1 LRF ZBTB7 ZNF857A	B cell differentiation [GO:0030183]; chromatin organization [GO:0006325]; chromatin remodeling [GO:0006338]; DNA-templated transcription [GO:0006351]; double-strand break repair via classical nonhomologous end joining [GO:0097680]; erythrocyte maturation [GO:0043249]; fat cell differentiation [GO:0045444]; negative regulation of androgen receptor signaling pathway [GO:0060766]; negative regulation of DNA-templated transcription [GO:0045892]; negative regulation of Notch signaling pathway [GO:0045746]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of transforming growth factor beta receptor signaling pathway [GO:0030512]; positive regulation of NF-kappaB transcription factor activity [GO:0051092]; protein localization to nucleus [GO:0034504]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]; regulation of apoptotic process [GO:0042981]; regulation of DNA-binding transcription factor activity [GO:0051090]; regulation of glycolytic process [GO:0006110]; regulation of transcription by RNA polymerase II [GO:0006357]; regulation of transcription regulatory region DNA binding [GO:2000677]
Endoribonuclease ZC3H12A (EC 3.1.-.-) (Monocyte chemotactic protein-induced protein 1) (MCP-induced protein 1) (MCPIP-1) (Regnase-1) (Reg1) (Zinc finger CCCH domain-containing protein 12A)	ZC3H12A MCPIP MCPIP1	3'-UTR-mediated mRNA destabilization [GO:0061158]; angiogenesis [GO:0001525]; apoptotic process [GO:0006915]; cell differentiation [GO:0030154]; cellular response to chemokine [GO:1990869]; cellular response to glucose starvation [GO:0042149]; cellular response to interleukin-1 [GO:0071347]; cellular response to ionomycin [GO:1904637]; cellular response to lipopolysaccharide [GO:0071222]; cellular response to oxidative stress [GO:0034599]; cellular response to sodium arsenite [GO:1903936]; cellular response to tumor necrosis factor [GO:0071356]; cellular response to virus [GO:0098586]; defense response to virus [GO:0051607]; DNA damage response [GO:0006974]; host-mediated suppression of viral genome replication [GO:0044828]; immune response-activating signaling pathway [GO:0002757]; inflammatory response [GO:0006954]; miRNA catabolic process [GO:0010587]; negative regulation of canonical NF-kappaB signal transduction [GO:0043124]; negative regulation of cardiac muscle contraction [GO:0055118]; negative regulation of cytokine production involved in inflammatory response [GO:1900016]; negative regulation of interleukin-1 beta production [GO:0032691]; negative regulation of interleukin-6 production [GO:0032715]; negative regulation of macrophage activation [GO:0043031]; negative regulation of muscle cell apoptotic process [GO:0010656]; negative regulation of nitric oxide biosynthetic process [GO:0045019]; negative regulation of non-canonical NF-kappaB signal transduction [GO:1901223]; negative regulation of protein phosphorylation [GO:0001933]; negative regulation of T-helper 17 cell differentiation [GO:2000320]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of tumor necrosis factor production [GO:0032720]; negative regulation of type II interferon production [GO:0032689]; nervous system development [GO:0007399]; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]; positive regulation of angiogenesis [GO:0045766]; positive regulation of autophagy [GO:0010508]; positive regulation of defense response to virus by host [GO:0002230]; positive regulation of endothelial cell migration [GO:0010595]; positive regulation of execution phase of apoptosis [GO:1900119]; positive regulation of fat cell differentiation [GO:0045600]; positive regulation of gene expression [GO:0010628]; positive regulation of lipid storage [GO:0010884]; positive regulation of miRNA catabolic process [GO:2000627]; positive regulation of mRNA catabolic process [GO:0061014]; positive regulation of p38MAPK cascade [GO:1900745]; positive regulation of protein deubiquitination [GO:1903003]; positive regulation of protein import into nucleus [GO:0042307]; positive regulation of reactive oxygen species metabolic process [GO:2000379]; positive regulation of transcription by RNA polymerase II [GO:0045944]; protein complex oligomerization [GO:0051259]; protein deubiquitination [GO:0016579]; regulation of gene expression [GO:0010468]; T cell receptor signaling pathway [GO:0050852]
Palmitoyltransferase ZDHHC16 (EC 2.3.1.225) (Abl-philin 2) (Zinc finger DHHC domain-containing protein 16) (DHHC-16)	ZDHHC16 APH2 UNQ2570/PRO6258	apoptotic process [GO:0006915]; DNA damage response [GO:0006974]; eye development [GO:0001654]; fibroblast growth factor receptor signaling pathway involved in forebrain neuron fate commitment [GO:0021899]; heart development [GO:0007507]; telencephalon development [GO:0021537]
Zinc finger FYVE domain-containing protein 26 (FYVE domain-containing centrosomal protein) (FYVE-CENT) (Spastizin)	ZFYVE26 KIAA0321	autophagosome organization [GO:1905037]; double-strand break repair via homologous recombination [GO:0000724]; lysosome organization [GO:0007040]; mitotic cytokinesis [GO:0000281]; regulation of cytokinesis [GO:0032465]
Zinc finger matrin-type protein 3 (Zinc finger protein WIG-1) (p53-activated gene 608 protein)	ZMAT3 PAG608 WIG1	apoptotic process [GO:0006915]; DNA damage response [GO:0006974]; protein transport [GO:0015031]
CAAX prenyl protease 1 homolog (EC 3.4.24.84) (Farnesylated proteins-converting enzyme 1) (FACE-1) (Prenyl protein-specific endoprotease 1) (Zinc metalloproteinase Ste24 homolog)	ZMPSTE24 FACE1 STE24	adult walking behavior [GO:0007628]; bone mineralization [GO:0030282]; CAAX-box protein processing [GO:0071586]; calcium ion import into sarcoplasmic reticulum [GO:1990036]; CAMKK-AMPK signaling cascade [GO:0061762]; cardiac conduction [GO:0061337]; cardiac muscle cell development [GO:0055013]; cardiac ventricle development [GO:0003231]; cellular response to gamma radiation [GO:0071480]; determination of adult lifespan [GO:0008340]; DNA repair [GO:0006281]; growth plate cartilage development [GO:0003417]; hair follicle development [GO:0001942]; heart morphogenesis [GO:0003007]; inflammatory cell apoptotic process [GO:0006925]; kidney morphogenesis [GO:0060993]; lipid metabolic process [GO:0006629]; liver development [GO:0001889]; maintenance of rDNA [GO:0043007]; multicellular organism growth [GO:0035264]; negative regulation of miRNA processing [GO:1903799]; neuromuscular process [GO:0050905]; nuclear envelope organization [GO:0006998]; positive regulation of gene expression via chromosomal CpG island demethylation [GO:0044029]; prenylated protein catabolic process [GO:0030327]; protein maturation [GO:0051604]; proteolysis [GO:0006508]; regulation of autophagy [GO:0010506]; regulation of bone mineralization [GO:0030500]; regulation of cell shape [GO:0008360]; regulation of cellular senescence [GO:2000772]; regulation of defense response to virus [GO:0050688]; regulation of DNA damage response, signal transduction by p53 class mediator [GO:0043516]; regulation of fibroblast proliferation [GO:0048145]; regulation of glucose metabolic process [GO:0010906]; regulation of hormone metabolic process [GO:0032350]; regulation of lipid metabolic process [GO:0019216]; regulation of mitotic cell cycle DNA replication [GO:1903463]; regulation of multicellular organism growth [GO:0040014]; regulation of stress-activated protein kinase signaling cascade [GO:0070302]; regulation of termination of RNA polymerase I transcription [GO:2000730]; regulation of TOR signaling [GO:0032006]; regulation of ventricular cardiac muscle cell membrane repolarization [GO:0060307]; response to DNA damage checkpoint signaling [GO:0072423]; thymus development [GO:0048538]; ventricular cardiac muscle tissue development [GO:0003229]
Zinc finger MYM-type protein 2 (Fused in myeloproliferative disorders protein) (Rearranged in atypical myeloproliferative disorder protein) (Zinc finger protein 198)	ZMYM2 FIM RAMP ZNF198	negative regulation of DNA-templated transcription [GO:0045892]
MYND-type zinc finger-containing chromatin reader ZMYND8 (Cutaneous T-cell lymphoma-associated antigen se14-3) (CTCL-associated antigen se14-3) (Protein kinase C-binding protein 1) (Rack7) (Transcription coregulator ZMYND8) (Zinc finger MYND domain-containing protein 8)	ZMYND8 KIAA1125 PRKCBP1 RACK7	double-strand break repair via homologous recombination [GO:0000724]; modulation of excitatory postsynaptic potential [GO:0098815]; negative regulation of cell migration [GO:0030336]; negative regulation of transcription by RNA polymerase II [GO:0000122]; nervous system development [GO:0007399]; positive regulation of dendritic spine development [GO:0060999]; positive regulation of dendritic spine maintenance [GO:1902952]; positive regulation of filopodium assembly [GO:0051491]; positive regulation of transcription elongation by RNA polymerase II [GO:0032968]; protein localization to chromatin [GO:0071168]; regulation of postsynaptic density protein 95 clustering [GO:1902897]
Zinc finger protein 385A (Hematopoietic zinc finger protein) (Retinal zinc finger protein)	ZNF385A HZF RZF ZNF385	apoptotic process [GO:0006915]; DNA damage response [GO:0006974]; hemostasis [GO:0007599]; learning or memory [GO:0007611]; locomotory behavior [GO:0007626]; megakaryocyte development [GO:0035855]; mRNA localization resulting in post-transcriptional regulation of gene expression [GO:0010609]; negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator [GO:1902166]; platelet alpha granule organization [GO:0070889]; platelet formation [GO:0030220]; positive regulation of DNA damage response, signal transduction by p53 class mediator [GO:0043517]; positive regulation of fat cell differentiation [GO:0045600]; regulation of cytoplasmic translation [GO:2000765]
Zinc finger protein 830 (Coiled-coil domain-containing protein 16)	ZNF830 CCDC16	blastocyst growth [GO:0001832]; cell division [GO:0051301]; chromosome organization [GO:0051276]; intestinal epithelial structure maintenance [GO:0060729]; mitotic DNA damage checkpoint signaling [GO:0044773]; mitotic DNA replication checkpoint signaling [GO:0033314]; mRNA processing [GO:0006397]; negative regulation of apoptotic process [GO:0043066]; nuclear DNA replication [GO:0033260]; ovarian follicle development [GO:0001541]; preantral ovarian follicle growth [GO:0001546]; RNA processing [GO:0006396]; RNA splicing [GO:0008380]
Zinc finger HIT domain-containing protein 1 (Cyclin-G1-binding protein 1) (Zinc finger protein subfamily 4A member 1) (p18 Hamlet)	ZNHIT1 CGBP1 ZNFN4A1	calcium ion homeostasis [GO:0055074]; chromatin remodeling [GO:0006338]; heart process [GO:0003015]; hematopoietic stem cell homeostasis [GO:0061484]; intestinal stem cell homeostasis [GO:0036335]; muscle cell differentiation [GO:0042692]; negative regulation of G0 to G1 transition [GO:0070317]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of DNA damage response, signal transduction by p53 class mediator [GO:0043517]; positive regulation of lymphoid progenitor cell differentiation [GO:1905458]; positive regulation of transcription initiation by RNA polymerase II [GO:0060261]; regulation of DNA-templated transcription [GO:0006355]; regulation of T cell proliferation [GO:0042129]; transcription initiation-coupled chromatin remodeling [GO:0045815]
DNA annealing helicase and endonuclease ZRANB3 (Annealing helicase 2) (AH2) (Zinc finger Ran-binding domain-containing protein 3) [Includes: DNA annealing helicase ZRANB3 (EC 3.6.4.-) (EC 5.6.2.-); Endonuclease ZRANB3 (EC 3.1.-.-)]	ZRANB3	DNA damage response [GO:0006974]; DNA repair [GO:0006281]; replication fork processing [GO:0031297]; replication fork reversal [GO:0071932]; response to UV [GO:0009411]
Zinc finger SWIM domain-containing protein 7 (SWIM domain-containing and Srs2-interacting protein 1 homolog) (SWIM-type zinc finger domain-containing protein 7)	ZSWIM7 SWS1	double-strand break repair via homologous recombination [GO:0000724]; protein stabilization [GO:0050821]
Zinc finger-containing ubiquitin peptidase 1 (EC 3.4.19.12) (Lys-63-specific deubiquitinase ZUFSP) (DUB) (Zinc finger with UFM1-specific peptidase domain protein)	ZUP1 C6orf113 ZUFSP	
Advanced glycosylation end product-specific receptor (Receptor for advanced glycosylation end products)	AGER RAGE	astrocyte activation [GO:0048143]; cell surface receptor signaling pathway [GO:0007166]; cellular response to amyloid-beta [GO:1904646]; DNA repair [GO:0006281]; DNA replication [GO:0006260]; glucose mediated signaling pathway [GO:0010255]; induction of positive chemotaxis [GO:0050930]; inflammatory response [GO:0006954]; learning or memory [GO:0007611]; microglial cell activation [GO:0001774]; negative regulation of blood circulation [GO:1903523]; negative regulation of connective tissue replacement involved in inflammatory response wound healing [GO:1904597]; negative regulation of interleukin-10 production [GO:0032693]; negative regulation of long-term synaptic depression [GO:1900453]; negative regulation of long-term synaptic potentiation [GO:1900272]; neuron projection development [GO:0031175]; phagocytosis [GO:0006909]; positive regulation of activated T cell proliferation [GO:0042104]; positive regulation of amyloid precursor protein catabolic process [GO:1902993]; positive regulation of chemokine production [GO:0032722]; positive regulation of dendritic cell differentiation [GO:2001200]; positive regulation of DNA-templated DNA replication [GO:2000105]; positive regulation of double-strand break repair [GO:2000781]; positive regulation of endothelin production [GO:1904472]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]; positive regulation of heterotypic cell-cell adhesion [GO:0034116]; positive regulation of interleukin-1 beta production [GO:0032731]; positive regulation of interleukin-12 production [GO:0032735]; positive regulation of interleukin-6 production [GO:0032755]; positive regulation of JNK cascade [GO:0046330]; positive regulation of monocyte chemotactic protein-1 production [GO:0071639]; positive regulation of monocyte extravasation [GO:2000439]; positive regulation of NF-kappaB transcription factor activity [GO:0051092]; positive regulation of non-canonical NF-kappaB signal transduction [GO:1901224]; positive regulation of p38MAPK cascade [GO:1900745]; positive regulation of tumor necrosis factor production [GO:0032760]; protein localization to membrane [GO:0072657]; regulation of CD4-positive, alpha-beta T cell activation [GO:2000514]; regulation of inflammatory response [GO:0050727]; regulation of long-term synaptic potentiation [GO:1900271]; regulation of non-canonical NF-kappaB signal transduction [GO:1901222]; regulation of p38MAPK cascade [GO:1900744]; regulation of spontaneous synaptic transmission [GO:0150003]; regulation of synaptic plasticity [GO:0048167]; regulation of T cell mediated cytotoxicity [GO:0001914]; response to amyloid-beta [GO:1904645]; response to hypoxia [GO:0001666]; response to wounding [GO:0009611]; transcytosis [GO:0045056]; transport across blood-brain barrier [GO:0150104]
Ankyrin repeat domain-containing protein 1 (Cardiac ankyrin repeat protein) (Cytokine-inducible gene C-193 protein) (Cytokine-inducible nuclear protein)	ANKRD1 C193 CARP HA1A2	cardiac muscle tissue morphogenesis [GO:0055008]; cellular response to hypoxia [GO:0071456]; cellular response to interleukin-1 [GO:0071347]; cellular response to lipopolysaccharide [GO:0071222]; cellular response to mechanical stimulus [GO:0071260]; cellular response to transforming growth factor beta stimulus [GO:0071560]; cellular response to tumor necrosis factor [GO:0071356]; cellular response to xenobiotic stimulus [GO:0071466]; negative regulation of DNA biosynthetic process [GO:2000279]; negative regulation of transcription by RNA polymerase II [GO:0000122]; phospholipase C/protein kinase C signal transduction [GO:0141212]; positive regulation of apoptotic process [GO:0043065]; positive regulation of DNA damage response, signal transduction by p53 class mediator [GO:0043517]; positive regulation of neuron projection development [GO:0010976]; positive regulation of protein secretion [GO:0050714]; regulation of transcription by RNA polymerase II [GO:0006357]; response to muscle stretch [GO:0035994]; sarcomere organization [GO:0045214]; skeletal muscle cell differentiation [GO:0035914]
