Protein names	Gene Names	Gene Ontology (biological process)	Supporting_PMID	Paper_Count
DNA-dependent ATPase/E3 ubiquitin-protein ligase HLTF (EC 2.3.2.27) (EC 3.6.4.-) (DNA-binding protein/plasminogen activator inhibitor 1 regulator) (HIP116) (Helicase-like transcription factor) (HLTF) (RING finger protein 80) (RING-type E3 ubiquitin transferase HLTF) (SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 3) (SMARCA3) (Sucrose nonfermenting protein 2-like 3)	HLTF HIP116A RNF80 SMARCA3 SNF2L3 ZBU1	chromosomal DNA methylation maintenance following DNA replication [GO:0141119]; DNA damage response [GO:0006974]; DNA repair [GO:0006281]; mRNA transcription by RNA polymerase II [GO:0042789]; positive regulation of transcription by RNA polymerase II [GO:0045944]; protein K63-linked ubiquitination [GO:0070534]; protein localization to chromatin [GO:0071168]; protein polyubiquitination [GO:0000209]; protein ubiquitination [GO:0016567]; regulation of neurogenesis [GO:0050767]; replication fork reversal [GO:0071932]		0
E3 ubiquitin-protein ligase RNF114 (EC 2.3.2.27) (RING finger protein 114) (RING-type E3 ubiquitin transferase RNF114) (Zinc finger protein 228) (Zinc finger protein 313)	RNF114 ZNF228 ZNF313	cell differentiation [GO:0030154]; protein polyubiquitination [GO:0000209]; spermatogenesis [GO:0007283]; ubiquitin-dependent protein catabolic process [GO:0006511]		0
GTPase HRas (EC 3.6.5.2) (H-Ras-1) (Ha-Ras) (Transforming protein p21) (c-H-ras) (p21ras) [Cleaved into: GTPase HRas, N-terminally processed]	HRAS HRAS1	adipose tissue development [GO:0060612]; animal organ morphogenesis [GO:0009887]; cell surface receptor signaling pathway [GO:0007166]; cellular response to gamma radiation [GO:0071480]; cellular senescence [GO:0090398]; chemotaxis [GO:0006935]; defense response to protozoan [GO:0042832]; endocytosis [GO:0006897]; fibroblast proliferation [GO:0048144]; insulin receptor signaling pathway [GO:0008286]; intrinsic apoptotic signaling pathway [GO:0097193]; MAPK cascade [GO:0000165]; myelination [GO:0042552]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of gene expression [GO:0010629]; negative regulation of neuron apoptotic process [GO:0043524]; neuron apoptotic process [GO:0051402]; oncogene-induced cell senescence [GO:0090402]; positive regulation of cell migration [GO:0030335]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of epithelial cell proliferation [GO:0050679]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]; positive regulation of fibroblast proliferation [GO:0048146]; positive regulation of JNK cascade [GO:0046330]; positive regulation of MAPK cascade [GO:0043410]; positive regulation of miRNA metabolic process [GO:2000630]; positive regulation of protein targeting to membrane [GO:0090314]; positive regulation of ruffle assembly [GO:1900029]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of type II interferon production [GO:0032729]; positive regulation of wound healing [GO:0090303]; Ras protein signal transduction [GO:0007265]; regulation of actin cytoskeleton organization [GO:0032956]; regulation of cell cycle [GO:0051726]; regulation of cell population proliferation [GO:0042127]; regulation of long-term neuronal synaptic plasticity [GO:0048169]; regulation of neurotransmitter receptor localization to postsynaptic specialization membrane [GO:0098696]; regulation of transcription by RNA polymerase II [GO:0006357]; Schwann cell development [GO:0014044]; signal transduction [GO:0007165]; T cell receptor signaling pathway [GO:0050852]; T-helper 1 type immune response [GO:0042088]		0
Heat shock protein HSP 90-alpha (EC 3.6.4.10) (Heat shock 86 kDa) (HSP 86) (HSP86) (Heat shock protein family C member 1) (Lipopolysaccharide-associated protein 2) (LAP-2) (LPS-associated protein 2) (Renal carcinoma antigen NY-REN-38)	HSP90AA1 HSP90A HSPC1 HSPCA	activation of innate immune response [GO:0002218]; cardiac muscle cell apoptotic process [GO:0010659]; cellular response to heat [GO:0034605]; cellular response to virus [GO:0098586]; chaperone-mediated autophagy [GO:0061684]; chaperone-mediated protein complex assembly [GO:0051131]; mitochondrial transport [GO:0006839]; neurofibrillary tangle assembly [GO:1902988]; neuron migration [GO:0001764]; nitric oxide metabolic process [GO:0046209]; positive regulation of cardiac muscle contraction [GO:0060452]; positive regulation of cell size [GO:0045793]; positive regulation of defense response to virus by host [GO:0002230]; positive regulation of interferon-beta production [GO:0032728]; positive regulation of lamellipodium assembly [GO:0010592]; positive regulation of nitric oxide biosynthetic process [GO:0045429]; positive regulation of protein catabolic process [GO:0045732]; positive regulation of protein import into nucleus [GO:0042307]; positive regulation of protein polymerization [GO:0032273]; positive regulation of telomere maintenance via telomerase [GO:0032212]; protein folding [GO:0006457]; protein import into mitochondrial matrix [GO:0030150]; protein refolding [GO:0042026]; protein stabilization [GO:0050821]; protein unfolding [GO:0043335]; regulation of apoptotic process [GO:0042981]; regulation of postsynaptic membrane neurotransmitter receptor levels [GO:0099072]; regulation of protein localization [GO:0032880]; regulation of protein ubiquitination [GO:0031396]; regulation of protein-containing complex assembly [GO:0043254]; response to antibiotic [GO:0046677]; response to cocaine [GO:0042220]; response to cold [GO:0009409]; response to estrogen [GO:0043627]; response to heat [GO:0009408]; response to salt stress [GO:0009651]; response to unfolded protein [GO:0006986]; response to xenobiotic stimulus [GO:0009410]; skeletal muscle contraction [GO:0003009]; telomerase holoenzyme complex assembly [GO:1905323]; telomere maintenance via telomerase [GO:0007004]		0
Heat shock 70 kDa protein 1B (Heat shock 70 kDa protein 2) (HSP70-2) (HSP70.2) (Heat shock protein family A member 1B)	HSPA1B HSP72	ATP metabolic process [GO:0046034]; cellular heat acclimation [GO:0070370]; cellular response to heat [GO:0034605]; cellular response to oxidative stress [GO:0034599]; cellular response to steroid hormone stimulus [GO:0071383]; mRNA catabolic process [GO:0006402]; negative regulation of apoptotic process [GO:0043066]; negative regulation of cell growth [GO:0030308]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of extrinsic apoptotic signaling pathway in absence of ligand [GO:2001240]; negative regulation of inclusion body assembly [GO:0090084]; negative regulation of protein ubiquitination [GO:0031397]; positive regulation of erythrocyte differentiation [GO:0045648]; positive regulation of gene expression [GO:0010628]; positive regulation of interleukin-8 production [GO:0032757]; positive regulation of microtubule nucleation [GO:0090063]; positive regulation of NF-kappaB transcription factor activity [GO:0051092]; positive regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway [GO:0070434]; positive regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032436]; positive regulation of tumor necrosis factor-mediated signaling pathway [GO:1903265]; protein refolding [GO:0042026]; protein stabilization [GO:0050821]; regulation of mitotic spindle assembly [GO:1901673]; regulation of protein ubiquitination [GO:0031396]		0
Antiviral innate immune response receptor RIG-I (ATP-dependent RNA helicase DDX58) (EC 3.6.4.13) (DEAD box protein 58) (RIG-I-like receptor 1) (RLR-1) (RNA sensor RIG-I) (Retinoic acid-inducible gene 1 protein) (RIG-1) (Retinoic acid-inducible gene I protein) (RIG-I)	RIGI DDX58	antiviral innate immune response [GO:0140374]; cellular response to exogenous dsRNA [GO:0071360]; cytoplasmic pattern recognition receptor signaling pathway [GO:0002753]; defense response to virus [GO:0051607]; detection of virus [GO:0009597]; gene expression [GO:0010467]; innate immune response [GO:0045087]; positive regulation of defense response to virus by host [GO:0002230]; positive regulation of gene expression [GO:0010628]; positive regulation of granulocyte macrophage colony-stimulating factor production [GO:0032725]; positive regulation of interferon-alpha production [GO:0032727]; positive regulation of interferon-beta production [GO:0032728]; positive regulation of interleukin-6 production [GO:0032755]; positive regulation of interleukin-8 production [GO:0032757]; positive regulation of myeloid dendritic cell cytokine production [GO:0002735]; positive regulation of response to cytokine stimulus [GO:0060760]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of tumor necrosis factor production [GO:0032760]; regulation of cell migration [GO:0030334]; regulation of type III interferon production [GO:0034344]; response to exogenous dsRNA [GO:0043330]; response to virus [GO:0009615]; RIG-I signaling pathway [GO:0039529]		0
Transcription factor p65 (Nuclear factor NF-kappa-B p65 subunit) (Nuclear factor of kappa light polypeptide gene enhancer in B-cells 3)	RELA NFKB3	animal organ morphogenesis [GO:0009887]; antiviral innate immune response [GO:0140374]; canonical NF-kappaB signal transduction [GO:0007249]; cellular defense response [GO:0006968]; cellular response to angiotensin [GO:1904385]; cellular response to hepatocyte growth factor stimulus [GO:0035729]; cellular response to hydrogen peroxide [GO:0070301]; cellular response to interleukin-1 [GO:0071347]; cellular response to interleukin-6 [GO:0071354]; cellular response to lipopolysaccharide [GO:0071222]; cellular response to lipoteichoic acid [GO:0071223]; cellular response to nicotine [GO:0071316]; cellular response to peptidoglycan [GO:0071224]; cellular response to tumor necrosis factor [GO:0071356]; chromatin organization [GO:0006325]; cytokine-mediated signaling pathway [GO:0019221]; defense response to tumor cell [GO:0002357]; defense response to virus [GO:0051607]; DNA-templated transcription [GO:0006351]; hair follicle development [GO:0001942]; inflammatory response [GO:0006954]; innate immune response [GO:0045087]; interleukin-1-mediated signaling pathway [GO:0070498]; intracellular signal transduction [GO:0035556]; liver development [GO:0001889]; negative regulation of angiogenesis [GO:0016525]; negative regulation of apoptotic process [GO:0043066]; negative regulation of cytokine production involved in inflammatory response [GO:1900016]; negative regulation of DNA-templated transcription [GO:0045892]; negative regulation of extrinsic apoptotic signaling pathway [GO:2001237]; negative regulation of miRNA transcription [GO:1902894]; negative regulation of non-canonical NF-kappaB signal transduction [GO:1901223]; negative regulation of protein catabolic process [GO:0042177]; negative regulation of protein sumoylation [GO:0033234]; negative regulation of transcription by RNA polymerase II [GO:0000122]; neuropeptide signaling pathway [GO:0007218]; non-canonical NF-kappaB signal transduction [GO:0038061]; nucleotide-binding oligomerization domain containing 2 signaling pathway [GO:0070431]; positive regulation of amyloid-beta formation [GO:1902004]; positive regulation of canonical NF-kappaB signal transduction [GO:0043123]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of gene expression [GO:0010628]; positive regulation of interleukin-1 beta production [GO:0032731]; positive regulation of interleukin-12 production [GO:0032735]; positive regulation of interleukin-6 production [GO:0032755]; positive regulation of interleukin-8 production [GO:0032757]; positive regulation of leukocyte adhesion to vascular endothelial cell [GO:1904996]; positive regulation of miRNA metabolic process [GO:2000630]; positive regulation of miRNA transcription [GO:1902895]; positive regulation of NF-kappaB transcription factor activity [GO:0051092]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of vascular endothelial growth factor production [GO:0010575]; postsynapse to nucleus signaling pathway [GO:0099527]; prolactin signaling pathway [GO:0038161]; protein catabolic process [GO:0030163]; regulation of inflammatory response [GO:0050727]; regulation of transcription by RNA polymerase II [GO:0006357]; response to cytokine [GO:0034097]; response to interleukin-1 [GO:0070555]; response to muramyl dipeptide [GO:0032495]; response to muscle stretch [GO:0035994]; response to UV-B [GO:0010224]; toll-like receptor 4 signaling pathway [GO:0034142]; toll-like receptor TLR6:TLR2 signaling pathway [GO:0038124]; tumor necrosis factor-mediated signaling pathway [GO:0033209]; vascular endothelial growth factor signaling pathway [GO:0038084]		0
Roquin-1 (Roquin) (EC 2.3.2.27) (RING finger and C3H zinc finger protein 1) (RING finger and CCCH-type zinc finger domain-containing protein 1) (RING finger protein 198)	RC3H1 KIAA2025 RNF198	3'-UTR-mediated mRNA destabilization [GO:0061158]; B cell homeostasis [GO:0001782]; cellular response to interleukin-1 [GO:0071347]; lymph node development [GO:0048535]; negative regulation of activated T cell proliferation [GO:0046007]; negative regulation of B cell proliferation [GO:0030889]; negative regulation of germinal center formation [GO:0002635]; negative regulation of T-helper 17 cell differentiation [GO:2000320]; negative regulation of T-helper cell differentiation [GO:0045623]; nuclear-transcribed mRNA catabolic process [GO:0000956]; nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay [GO:0000288]; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]; P-body assembly [GO:0033962]; positive regulation of non-canonical NF-kappaB signal transduction [GO:1901224]; post-transcriptional regulation of gene expression [GO:0010608]; protein polyubiquitination [GO:0000209]; regulation of germinal center formation [GO:0002634]; regulation of miRNA metabolic process [GO:2000628]; regulation of mRNA stability [GO:0043488]; regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay [GO:1900151]; regulation of T cell receptor signaling pathway [GO:0050856]; spleen development [GO:0048536]; T cell homeostasis [GO:0043029]; T cell proliferation [GO:0042098]; T cell receptor signaling pathway [GO:0050852]; T follicular helper cell differentiation [GO:0061470]; ubiquitin-dependent protein catabolic process [GO:0006511]		0
Intercellular adhesion molecule 1 (ICAM-1) (Major group rhinovirus receptor) (CD antigen CD54)	ICAM1	adhesion of symbiont to host [GO:0044406]; cell adhesion [GO:0007155]; cell-cell adhesion mediated by integrin [GO:0033631]; cellular response to amyloid-beta [GO:1904646]; cellular response to glucose stimulus [GO:0071333]; cellular response to leukemia inhibitory factor [GO:1990830]; establishment of endothelial barrier [GO:0061028]; heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0007157]; leukocyte adhesion to vascular endothelial cell [GO:0061756]; leukocyte cell-cell adhesion [GO:0007159]; leukocyte migration [GO:0050900]; membrane to membrane docking [GO:0022614]; negative regulation of endothelial cell apoptotic process [GO:2000352]; negative regulation of extrinsic apoptotic signaling pathway via death domain receptors [GO:1902042]; positive regulation of cellular extravasation [GO:0002693]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]; receptor-mediated virion attachment to host cell [GO:0046813]; regulation of leukocyte mediated cytotoxicity [GO:0001910]; regulation of ruffle assembly [GO:1900027]; T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell [GO:0002291]; T cell antigen processing and presentation [GO:0002457]; T cell extravasation [GO:0072683]		0
Retinoblastoma-like protein 2 (130 kDa retinoblastoma-associated protein) (p130) (Retinoblastoma-related protein 2) (RBR-2) (pRb2)	RBL2 RB2	cell differentiation [GO:0030154]; chromatin organization [GO:0006325]; negative regulation of G1/S transition of mitotic cell cycle [GO:2000134]; negative regulation of gene expression [GO:0010629]; regulation of lipid kinase activity [GO:0043550]; regulation of transcription by RNA polymerase II [GO:0006357]		0
DNA endonuclease RBBP8 (EC 3.1.-.-) (CtBP-interacting protein) (CtIP) (Retinoblastoma-binding protein 8) (RBBP-8) (Retinoblastoma-interacting protein and myosin-like) (RIM) (Sporulation in the absence of SPO11 protein 2 homolog) (SAE2)	RBBP8 CTIP	blastocyst hatching [GO:0001835]; cell division [GO:0051301]; DNA double-strand break processing involved in repair via single-strand annealing [GO:0010792]; DNA strand resection involved in replication fork processing [GO:0110025]; double-strand break repair via homologous recombination [GO:0000724]; G1/S transition of mitotic cell cycle [GO:0000082]; homologous recombination [GO:0035825]; meiotic cell cycle [GO:0051321]; mitotic G2/M transition checkpoint [GO:0044818]		0
E3 ubiquitin-protein ligase RBBP6 (EC 2.3.2.27) (Proliferation potential-related protein) (Protein P2P-R) (RING-type E3 ubiquitin transferase RBBP6) (Retinoblastoma-binding Q protein 1) (RBQ-1) (Retinoblastoma-binding protein 6) (p53-associated cellular protein of testis)	RBBP6 P2PR PACT RBQ1 My038	DNA damage response [GO:0006974]; DNA replication [GO:0006260]; embryonic organ development [GO:0048568]; in utero embryonic development [GO:0001701]; mRNA processing [GO:0006397]; multicellular organism growth [GO:0035264]; protein ubiquitination [GO:0016567]; regulation of DNA replication [GO:0006275]; somite development [GO:0061053]; ubiquitin-dependent protein catabolic process [GO:0006511]		0
Ran-binding protein 9 (RanBP9) (BPM-L) (BPM90) (Ran-binding protein M) (RanBPM) (RanBP7)	RANBP9 RANBPM	cytoskeleton organization [GO:0007010]; microtubule nucleation [GO:0007020]; negative regulation of ERK1 and ERK2 cascade [GO:0070373]; positive regulation of amyloid precursor protein catabolic process [GO:1902993]; protein-containing complex assembly [GO:0065003]		0
E3 ubiquitin-protein ligase Jade-2 (EC 2.3.2.27) (Jade family PHD finger protein 2) (PHD finger protein 15)	JADE2 KIAA0239 PHF15	protein ubiquitination [GO:0016567]; regulation of cell cycle [GO:0051726]; regulation of cell growth [GO:0001558]; regulation of DNA biosynthetic process [GO:2000278]; regulation of DNA replication [GO:0006275]; regulation of DNA-templated transcription [GO:0006355]; regulation of transcription by RNA polymerase II [GO:0006357]		0
DNA repair and recombination protein RAD54B (EC 3.6.4.-) (RAD54 homolog B)	RAD54B	determination of adult lifespan [GO:0008340]; double-strand break repair via homologous recombination [GO:0000724]; homologous recombination [GO:0035825]; negative regulation of signal transduction by p53 class mediator [GO:1901797]; reciprocal meiotic recombination [GO:0007131]; response to ionizing radiation [GO:0010212]; response to xenobiotic stimulus [GO:0009410]		0
E3 ubiquitin-protein ligase RAD18 (EC 2.3.2.27) (Postreplication repair protein RAD18) (hHR18) (hRAD18) (RING finger protein 73) (RING-type E3 ubiquitin transferase RAD18)	RAD18 RNF73	DNA damage response [GO:0006974]; DNA damage tolerance [GO:0006301]; DNA repair [GO:0006281]; positive regulation of chromosome segregation [GO:0051984]; protein autoubiquitination [GO:0051865]; protein monoubiquitination [GO:0006513]		0
Ras-related C3 botulinum toxin substrate 1 (EC 3.6.5.2) (Cell migration-inducing gene 5 protein) (Ras-like protein TC25) (p21-Rac1)	RAC1 TC25 MIG5	actin cytoskeleton organization [GO:0030036]; actin filament organization [GO:0007015]; actin filament polymerization [GO:0030041]; anatomical structure arrangement [GO:0048532]; anatomical structure morphogenesis [GO:0009653]; angiotensin-activated signaling pathway involved in heart process [GO:0086098]; auditory receptor cell morphogenesis [GO:0002093]; cell adhesion [GO:0007155]; cell chemotaxis [GO:0060326]; cell migration [GO:0016477]; cell motility [GO:0048870]; cell projection assembly [GO:0030031]; cell-cell junction organization [GO:0045216]; cell-matrix adhesion [GO:0007160]; cerebral cortex GABAergic interneuron development [GO:0021894]; cerebral cortex radially oriented cell migration [GO:0021799]; cochlea morphogenesis [GO:0090103]; cortical cytoskeleton organization [GO:0030865]; dendrite morphogenesis [GO:0048813]; embryonic olfactory bulb interneuron precursor migration [GO:0021831]; engulfment of apoptotic cell [GO:0043652]; epithelial cell morphogenesis [GO:0003382]; erythrocyte enucleation [GO:0043131]; establishment or maintenance of cell polarity [GO:0007163]; hepatocyte growth factor receptor signaling pathway [GO:0048012]; homeostasis of number of cells within a tissue [GO:0048873]; hyperosmotic response [GO:0006972]; inflammatory response [GO:0006954]; interneuron migration [GO:1904936]; intracellular signal transduction [GO:0035556]; lamellipodium assembly [GO:0030032]; localization within membrane [GO:0051668]; midbrain dopaminergic neuron differentiation [GO:1904948]; motor neuron axon guidance [GO:0008045]; negative regulation of fibroblast migration [GO:0010764]; negative regulation of interleukin-23 production [GO:0032707]; negative regulation of receptor-mediated endocytosis [GO:0048261]; neuron migration [GO:0001764]; positive regulation of actin filament polymerization [GO:0030838]; positive regulation of bicellular tight junction assembly [GO:1903348]; positive regulation of dendritic spine development [GO:0060999]; positive regulation of endothelial cell migration [GO:0010595]; positive regulation of focal adhesion assembly [GO:0051894]; positive regulation of insulin secretion involved in cellular response to glucose stimulus [GO:0035774]; positive regulation of lamellipodium assembly [GO:0010592]; positive regulation of neutrophil chemotaxis [GO:0090023]; positive regulation of ovarian follicle development [GO:2000386]; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction [GO:0051897]; positive regulation of protein phosphorylation [GO:0001934]; positive regulation of Rho protein signal transduction [GO:0035025]; positive regulation of ruffle assembly [GO:1900029]; positive regulation of skeletal muscle acetylcholine-gated channel clustering [GO:1904395]; positive regulation of stress fiber assembly [GO:0051496]; positive regulation of substrate adhesion-dependent cell spreading [GO:1900026]; protein localization to plasma membrane [GO:0072659]; quinolinate biosynthetic process [GO:0019805]; Rac protein signal transduction [GO:0016601]; regulation of actin cytoskeleton organization [GO:0032956]; regulation of cell adhesion involved in heart morphogenesis [GO:0061344]; regulation of cell migration [GO:0030334]; regulation of cell shape [GO:0008360]; regulation of ERK5 cascade [GO:0070376]; regulation of hydrogen peroxide metabolic process [GO:0010310]; regulation of lamellipodium assembly [GO:0010591]; regulation of neuron maturation [GO:0014041]; regulation of neuron migration [GO:2001222]; regulation of neuronal synaptic plasticity [GO:0048168]; regulation of neutrophil migration [GO:1902622]; regulation of nitric oxide biosynthetic process [GO:0045428]; regulation of postsynapse assembly [GO:0150052]; regulation of receptor signaling pathway via JAK-STAT [GO:0046425]; regulation of respiratory burst [GO:0060263]; regulation of stress fiber assembly [GO:0051492]; regulation of synaptic vesicle endocytosis [GO:1900242]; respiratory burst [GO:0045730]; response to lipopolysaccharide [GO:0032496]; response to wounding [GO:0009611]; ruffle assembly [GO:0097178]; ruffle organization [GO:0031529]; semaphorin-plexin signaling pathway [GO:0071526]; small GTPase-mediated signal transduction [GO:0007264]; sphingosine-1-phosphate receptor signaling pathway [GO:0003376]; substrate adhesion-dependent cell spreading [GO:0034446]; superoxide anion generation [GO:0042554]; synaptic transmission, GABAergic [GO:0051932]; Wnt signaling pathway, planar cell polarity pathway [GO:0060071]		0
Rab5 GDP/GTP exchange factor (RAP1) (Rabaptin-5-associated exchange factor for Rab5) (Rabex-5)	RABGEF1 RABEX5	dendritic transport [GO:0098935]; endosomal transport [GO:0016197]; Kit signaling pathway [GO:0038109]; mast cell degranulation [GO:0043303]; mast cell migration [GO:0097531]; negative regulation of inflammatory response [GO:0050728]; negative regulation of interleukin-6 production [GO:0032715]; negative regulation of Kit signaling pathway [GO:1900235]; negative regulation of leukocyte migration [GO:0002686]; negative regulation of mast cell activation [GO:0033004]; negative regulation of mast cell cytokine production [GO:0032764]; negative regulation of mast cell degranulation [GO:0043305]; negative regulation of Ras protein signal transduction [GO:0046580]; negative regulation of receptor-mediated endocytosis [GO:0048261]; protein targeting to membrane [GO:0006612]; protein transport [GO:0015031]; Ras protein signal transduction [GO:0007265]; receptor-mediated endocytosis [GO:0006898]; regulation of Fc receptor mediated stimulatory signaling pathway [GO:0060368]		0
Protein-tyrosine kinase 2-beta (EC 2.7.10.2) (Calcium-dependent tyrosine kinase) (CADTK) (Calcium-regulated non-receptor proline-rich tyrosine kinase) (Cell adhesion kinase beta) (CAK-beta) (CAKB) (Focal adhesion kinase 2) (FADK 2) (Proline-rich tyrosine kinase 2) (Related adhesion focal tyrosine kinase) (RAFTK)	PTK2B FAK2 PYK2 RAFTK	activation of Janus kinase activity [GO:0042976]; adaptive immune response [GO:0002250]; apoptotic process [GO:0006915]; bone resorption [GO:0045453]; cell surface receptor signaling pathway [GO:0007166]; cellular defense response [GO:0006968]; cellular response to fluid shear stress [GO:0071498]; cellular response to retinoic acid [GO:0071300]; chemokine-mediated signaling pathway [GO:0070098]; cortical cytoskeleton organization [GO:0030865]; endothelin receptor signaling pathway [GO:0086100]; epidermal growth factor receptor signaling pathway [GO:0007173]; Golgi organization [GO:0007030]; integrin-mediated signaling pathway [GO:0007229]; ionotropic glutamate receptor signaling pathway [GO:0035235]; long-term synaptic potentiation [GO:0060291]; marginal zone B cell differentiation [GO:0002315]; negative regulation of apoptotic process [GO:0043066]; negative regulation of bone mineralization [GO:0030502]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of myeloid cell differentiation [GO:0045638]; negative regulation of neuron apoptotic process [GO:0043524]; negative regulation of potassium ion transport [GO:0043267]; neuron migration [GO:0001764]; peptidyl-tyrosine autophosphorylation [GO:0038083]; peptidyl-tyrosine phosphorylation [GO:0018108]; positive regulation of actin filament polymerization [GO:0030838]; positive regulation of angiogenesis [GO:0045766]; positive regulation of B cell chemotaxis [GO:2000538]; positive regulation of cell migration [GO:0030335]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of cell-matrix adhesion [GO:0001954]; positive regulation of endothelial cell migration [GO:0010595]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]; positive regulation of excitatory postsynaptic potential [GO:2000463]; positive regulation of JNK cascade [GO:0046330]; positive regulation of neuron projection development [GO:0010976]; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction [GO:0051897]; positive regulation of protein kinase activity [GO:0045860]; positive regulation of synaptic transmission, glutamatergic [GO:0051968]; positive regulation of ubiquitin-dependent protein catabolic process [GO:2000060]; protein autophosphorylation [GO:0046777]; protein-containing complex assembly [GO:0065003]; regulation of actin cytoskeleton organization [GO:0032956]; regulation of cell adhesion [GO:0030155]; regulation of cell shape [GO:0008360]; regulation of macrophage chemotaxis [GO:0010758]; regulation of postsynaptic density assembly [GO:0099151]; regulation of release of sequestered calcium ion into cytosol [GO:0051279]; regulation of synaptic plasticity [GO:0048167]; regulation of ubiquitin-dependent protein catabolic process [GO:2000058]; signal complex assembly [GO:0007172]; signal transduction [GO:0007165]; sprouting angiogenesis [GO:0002040]; tumor necrosis factor-mediated signaling pathway [GO:0033209]; vascular endothelial growth factor receptor signaling pathway [GO:0048010]		0
Protein IMPACT (Imprinted and ancient gene protein homolog)	IMPACT	cellular response to amino acid starvation [GO:0034198]; GCN2-mediated signaling [GO:0140469]; intracellular signal transduction [GO:0035556]; negative regulation of transcription by RNA polymerase II [GO:0000122]; neuron projection extension [GO:1990138]; positive regulation of neuron differentiation [GO:0045666]; regulation of cytoplasmic translational initiation in response to stress [GO:1990611]; regulation of translational initiation [GO:0006446]		0
Importin-11 (Imp11) (Ran-binding protein 11) (RanBP11)	IPO11 RANBP11	protein import into nucleus [GO:0006606]; ribosomal protein import into nucleus [GO:0006610]		0
26S proteasome non-ATPase regulatory subunit 8 (26S proteasome regulatory subunit RPN12) (26S proteasome regulatory subunit S14) (p31)	PSMD8	proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]		0
Interferon regulatory factor 2-binding protein 1 (IRF-2-binding protein 1) (IRF-2BP1) (Probable E3 ubiquitin-protein ligase IRF2BP1) (EC 2.3.2.27) (Probable RING-type E3 ubiquitin transferase IRF2BP1)	IRF2BP1	negative regulation of transcription by RNA polymerase II [GO:0000122]; protein polyubiquitination [GO:0000209]; regulation of transcription by RNA polymerase II [GO:0006357]		0
Interferon regulatory factor 9 (IRF-9) (IFN-alpha-responsive transcription factor subunit) (ISGF3 p48 subunit) (Interferon-stimulated gene factor 3 gamma) (ISGF-3 gamma) (Transcriptional regulator ISGF3 subunit gamma)	IRF9 ISGF3G	cell surface receptor signaling pathway [GO:0007166]; defense response to virus [GO:0051607]; immune system process [GO:0002376]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of transcription by RNA polymerase II [GO:0006357]; transcription by RNA polymerase II [GO:0006366]		0
Insulin receptor substrate 1 (IRS-1)	IRS1	cellular response to fatty acid [GO:0071398]; cellular response to insulin stimulus [GO:0032869]; cytokine-mediated signaling pathway [GO:0019221]; glucose homeostasis [GO:0042593]; insulin receptor signaling pathway [GO:0008286]; insulin-like growth factor receptor signaling pathway [GO:0048009]; negative regulation of insulin receptor signaling pathway [GO:0046627]; negative regulation of insulin secretion [GO:0046676]; phosphatidylinositol 3-kinase/protein kinase B signal transduction [GO:0043491]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of D-glucose import [GO:0046326]; positive regulation of fatty acid beta-oxidation [GO:0032000]; positive regulation of glucose metabolic process [GO:0010907]; positive regulation of glycogen biosynthetic process [GO:0045725]; positive regulation of insulin receptor signaling pathway [GO:0046628]; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction [GO:0051897]; response to insulin [GO:0032868]; signal transduction [GO:0007165]		0
Influenza virus NS1A-binding protein (NS1-BP) (NS1-binding protein) (Aryl hydrocarbon receptor-associated protein 3) (Kelch-like protein 39)	IVNS1ABP ARA3 FLARA3 KIAA0850 KLHL39 NS1 NS1BP HSPC068	intrinsic apoptotic signaling pathway [GO:0097193]; mRNA processing [GO:0006397]; negative regulation of intrinsic apoptotic signaling pathway [GO:2001243]; negative regulation of protein ubiquitination [GO:0031397]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; response to virus [GO:0009615]; RNA splicing [GO:0008380]; transcription by RNA polymerase III [GO:0006383]		0
