Protein names	Gene Names	Gene Ontology (biological process)	Supporting_PMID	Paper_Count
Baculoviral IAP repeat-containing protein 2 (EC 2.3.2.27) (Cellular inhibitor of apoptosis 1) (C-IAP1) (IAP homolog B) (Inhibitor of apoptosis protein 2) (hIAP-2) (hIAP2) (RING finger protein 48) (RING-type E3 ubiquitin transferase BIRC2) (TNFR2-TRAF-signaling complex protein 2)	BIRC2 API1 MIHB RNF48	apoptotic process [GO:0006915]; canonical NF-kappaB signal transduction [GO:0007249]; cell surface receptor signaling pathway [GO:0007166]; necroptotic process [GO:0070266]; negative regulation of apoptotic process [GO:0043066]; negative regulation of canonical NF-kappaB signal transduction [GO:0043124]; negative regulation of necroptotic process [GO:0060546]; negative regulation of ripoptosome assembly involved in necroptotic process [GO:1902443]; non-canonical NF-kappaB signal transduction [GO:0038061]; placenta development [GO:0001890]; positive regulation of canonical NF-kappaB signal transduction [GO:0043123]; positive regulation of protein K48-linked ubiquitination [GO:1902524]; positive regulation of protein K63-linked ubiquitination [GO:1902523]; positive regulation of protein monoubiquitination [GO:1902527]; positive regulation of protein ubiquitination [GO:0031398]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein polyubiquitination [GO:0000209]; regulation of apoptotic process [GO:0042981]; regulation of cell cycle [GO:0051726]; regulation of cell differentiation [GO:0045595]; regulation of cell population proliferation [GO:0042127]; regulation of inflammatory response [GO:0050727]; regulation of innate immune response [GO:0045088]; regulation of necroptotic process [GO:0060544]; regulation of non-canonical NF-kappaB signal transduction [GO:1901222]; regulation of nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway [GO:0070424]; regulation of reactive oxygen species metabolic process [GO:2000377]; regulation of RIG-I signaling pathway [GO:0039535]; regulation of toll-like receptor signaling pathway [GO:0034121]; response to bleomycin [GO:1904975]; response to cAMP [GO:0051591]; response to ethanol [GO:0045471]; response to hypoxia [GO:0001666]; tumor necrosis factor-mediated signaling pathway [GO:0033209]		0
Baculoviral IAP repeat-containing protein 3 (EC 2.3.2.27) (Apoptosis inhibitor 2) (API2) (Cellular inhibitor of apoptosis 2) (C-IAP2) (IAP homolog C) (Inhibitor of apoptosis protein 1) (hIAP-1) (hIAP1) (RING finger protein 49) (RING-type E3 ubiquitin transferase BIRC3) (TNFR2-TRAF-signaling complex protein 1)	BIRC3 API2 MIHC RNF49	apoptotic process [GO:0006915]; canonical NF-kappaB signal transduction [GO:0007249]; cell surface receptor signaling pathway [GO:0007166]; negative regulation of apoptotic process [GO:0043066]; negative regulation of necroptotic process [GO:0060546]; non-canonical NF-kappaB signal transduction [GO:0038061]; positive regulation of canonical NF-kappaB signal transduction [GO:0043123]; positive regulation of protein ubiquitination [GO:0031398]; regulation of apoptotic process [GO:0042981]; regulation of cell cycle [GO:0051726]; regulation of inflammatory response [GO:0050727]; regulation of innate immune response [GO:0045088]; regulation of necroptotic process [GO:0060544]; regulation of nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway [GO:0070424]; regulation of RIG-I signaling pathway [GO:0039535]; regulation of toll-like receptor signaling pathway [GO:0034121]; spermatogenesis [GO:0007283]; tumor necrosis factor-mediated signaling pathway [GO:0033209]		0
Tyrosine-protein kinase Blk (EC 2.7.10.2) (B lymphocyte kinase) (p55-Blk)	BLK	B cell receptor signaling pathway [GO:0050853]; cell differentiation [GO:0030154]; cell surface receptor protein tyrosine kinase signaling pathway [GO:0007169]; intracellular signal transduction [GO:0035556]; peptidyl-tyrosine phosphorylation [GO:0018108]; positive regulation of insulin secretion [GO:0032024]		0
Caspase-1 (CASP-1) (EC 3.4.22.36) (Interleukin-1 beta convertase) (IL-1BC) (Interleukin-1 beta-converting enzyme) (ICE) (IL-1 beta-converting enzyme) (p45) [Cleaved into: Caspase-1 subunit p20; Caspase-1 subunit p10]	CASP1 IL1BC IL1BCE	AIM2 inflammasome complex assembly [GO:0140970]; apoptotic process [GO:0006915]; cellular response to lipopolysaccharide [GO:0071222]; cellular response to mechanical stimulus [GO:0071260]; cellular response to type II interferon [GO:0071346]; cytokine precursor processing [GO:0140447]; defense response to bacterium [GO:0042742]; defense response to virus [GO:0051607]; icosanoid biosynthetic process [GO:0046456]; osmosensory signaling pathway [GO:0007231]; pattern recognition receptor signaling pathway [GO:0002221]; positive regulation of canonical NF-kappaB signal transduction [GO:0043123]; positive regulation of inflammatory response [GO:0050729]; positive regulation of interleukin-1 beta production [GO:0032731]; positive regulation of interleukin-18 production [GO:0032741]; positive regulation of tumor necrosis factor-mediated signaling pathway [GO:1903265]; protein autoprocessing [GO:0016540]; protein maturation [GO:0051604]; proteolysis [GO:0006508]; pyroptotic inflammatory response [GO:0070269]; regulation of apoptotic process [GO:0042981]; regulation of inflammatory response [GO:0050727]; signal transduction [GO:0007165]; signaling receptor ligand precursor processing [GO:0140448]		0
Caspase-3 (CASP-3) (EC 3.4.22.56) (Apopain) (Cysteine protease CPP32) (CPP-32) (Protein Yama) (SREBP cleavage activity 1) (SCA-1) [Cleaved into: Caspase-3 subunit p17; Caspase-3 subunit p12]	CASP3 CPP32	anterior neural tube closure [GO:0061713]; apoptotic process [GO:0006915]; apoptotic signaling pathway [GO:0097190]; axonal fasciculation [GO:0007413]; B cell homeostasis [GO:0001782]; cell fate commitment [GO:0045165]; cellular response to staurosporine [GO:0072734]; DNA damage response [GO:0006974]; epithelial cell apoptotic process [GO:1904019]; erythrocyte differentiation [GO:0030218]; execution phase of apoptosis [GO:0097194]; fibroblast apoptotic process [GO:0044346]; glial cell apoptotic process [GO:0034349]; heart development [GO:0007507]; hippocampus development [GO:0021766]; intrinsic apoptotic signaling pathway [GO:0097193]; intrinsic apoptotic signaling pathway in response to osmotic stress [GO:0008627]; keratinocyte differentiation [GO:0030216]; learning or memory [GO:0007611]; leukocyte apoptotic process [GO:0071887]; luteolysis [GO:0001554]; negative regulation of activated T cell proliferation [GO:0046007]; negative regulation of B cell proliferation [GO:0030889]; negative regulation of cell cycle [GO:0045786]; negative regulation of cytokine production [GO:0001818]; neuron apoptotic process [GO:0051402]; neuron differentiation [GO:0030182]; neurotrophin TRK receptor signaling pathway [GO:0048011]; platelet formation [GO:0030220]; positive regulation of amyloid-beta formation [GO:1902004]; positive regulation of neuron apoptotic process [GO:0043525]; positive regulation of pyroptotic inflammatory response [GO:0140639]; protein catabolic process [GO:0030163]; protein maturation [GO:0051604]; protein processing [GO:0016485]; proteolysis [GO:0006508]; pyroptotic inflammatory response [GO:0070269]; regulation of macroautophagy [GO:0016241]; regulation of protein stability [GO:0031647]; regulation of synaptic vesicle cycle [GO:0098693]; response to amino acid [GO:0043200]; response to anesthetic [GO:0072347]; response to cobalt ion [GO:0032025]; response to estradiol [GO:0032355]; response to ethanol [GO:0045471]; response to glucocorticoid [GO:0051384]; response to glucose [GO:0009749]; response to hydrogen peroxide [GO:0042542]; response to hypoxia [GO:0001666]; response to insulin-like growth factor stimulus [GO:1990418]; response to lipopolysaccharide [GO:0032496]; response to nicotine [GO:0035094]; response to tumor necrosis factor [GO:0034612]; response to UV [GO:0009411]; response to wounding [GO:0009611]; response to X-ray [GO:0010165]; response to xenobiotic stimulus [GO:0009410]; sensory perception of sound [GO:0007605]; striated muscle cell differentiation [GO:0051146]; swimming behavior [GO:0036269]; T cell homeostasis [GO:0043029]		0
Caspase-4 (CASP-4) (EC 3.4.22.57) (ICE and Ced-3 homolog 2) (ICH-2) (ICE(rel)-II) (Mih1) (Protease TX) [Cleaved into: Caspase-4 subunit p10; Caspase-4 subunit p20]	CASP4 ICH2	apoptotic process [GO:0006915]; cellular response to amyloid-beta [GO:1904646]; defense response to bacterium [GO:0042742]; defense response to Gram-positive bacterium [GO:0050830]; innate immune response [GO:0045087]; intrinsic apoptotic signaling pathway [GO:0097193]; intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress [GO:0070059]; non-canonical inflammasome complex assembly [GO:0160075]; positive regulation of inflammatory response [GO:0050729]; positive regulation of interleukin-18-mediated signaling pathway [GO:2000494]; positive regulation of neuron apoptotic process [GO:0043525]; positive regulation of tumor necrosis factor-mediated signaling pathway [GO:1903265]; protein autoprocessing [GO:0016540]; protein maturation [GO:0051604]; proteolysis [GO:0006508]; pyroptotic inflammatory response [GO:0070269]; regulation of inflammatory response [GO:0050727]		0
PAT complex subunit CCDC47 (Calumin) (Coiled-coil domain-containing protein 47)	CCDC47 GK001 MSTP041 PSEC0077	endoplasmic reticulum calcium ion homeostasis [GO:0032469]; ER overload response [GO:0006983]; ERAD pathway [GO:0036503]; multi-pass transmembrane protein insertion into ER membrane [GO:0160063]; osteoblast differentiation [GO:0001649]; post-embryonic development [GO:0009791]; protein insertion into ER membrane [GO:0045048]		0
Centrosomal protein of 55 kDa (Cep55) (Up-regulated in colon cancer 6)	CEP55 C10orf3 URCC6	cranial skeletal system development [GO:1904888]; establishment of protein localization [GO:0045184]; midbody abscission [GO:0061952]; mitotic cytokinesis [GO:0000281]; regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction [GO:0051896]		0
Inhibitor of nuclear factor kappa-B kinase subunit alpha (I-kappa-B kinase alpha) (IKK-A) (IKK-alpha) (IkBKA) (IkappaB kinase) (EC 2.7.11.10) (Conserved helix-loop-helix ubiquitous kinase) (I-kappa-B kinase 1) (IKK-1) (IKK1) (Nuclear factor NF-kappa-B inhibitor kinase alpha) (NFKBIKA) (Transcription factor 16) (TCF-16)	CHUK IKKA TCF16	anatomical structure morphogenesis [GO:0009653]; autophagy [GO:0006914]; canonical NF-kappaB signal transduction [GO:0007249]; cellular response to tumor necrosis factor [GO:0071356]; cellular response to virus [GO:0098586]; immune response [GO:0006955]; inflammatory response [GO:0006954]; innate immune response [GO:0045087]; integrin-mediated signaling pathway [GO:0007229]; negative regulation of autophagy [GO:0010507]; negative regulation of NF-kappaB transcription factor activity [GO:0032088]; non-canonical NF-kappaB signal transduction [GO:0038061]; positive regulation of canonical NF-kappaB signal transduction [GO:0043123]; positive regulation of interferon-alpha production [GO:0032727]; positive regulation of NF-kappaB transcription factor activity [GO:0051092]; positive regulation of transcription by RNA polymerase II [GO:0045944]; response to acetate [GO:0010034]; response to amino acid [GO:0043200]; response to cholecystokinin [GO:0061847]; response to hydroperoxide [GO:0033194]; response to toxic substance [GO:0009636]; response to virus [GO:0009615]; response to xenobiotic stimulus [GO:0009410]; skeletal muscle contraction [GO:0003009]; striated muscle cell differentiation [GO:0051146]; toll-like receptor 4 signaling pathway [GO:0034142]; tumor necrosis factor-mediated signaling pathway [GO:0033209]		0
DNA-directed RNA polymerase III subunit RPC9 (RNA polymerase III subunit C9) (Calcitonin gene-related peptide-receptor component protein) (CGRP-RCP) (CGRP-receptor component protein) (CGRPRCP) (HsC17)	CRCP	defense response to virus [GO:0051607]; innate immune response [GO:0045087]; neuropeptide signaling pathway [GO:0007218]; transcription by RNA polymerase III [GO:0006383]; transcription initiation at RNA polymerase III promoter [GO:0006384]		0
Cullin-5 (CUL-5) (Vasopressin-activated calcium-mobilizing receptor 1) (VACM-1)	CUL5 VACM1	cell migration [GO:0016477]; ERBB2 signaling pathway [GO:0038128]; G1/S transition of mitotic cell cycle [GO:0000082]; intrinsic apoptotic signaling pathway [GO:0097193]; negative regulation of focal adhesion assembly [GO:0051895]; negative regulation of focal adhesion disassembly [GO:0120184]; positive regulation of cell migration [GO:0030335]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein K11-linked ubiquitination [GO:0070979]; protein ubiquitination [GO:0016567]; reelin-mediated signaling pathway [GO:0038026]; regulation of neuron migration [GO:2001222]; SCF-dependent proteasomal ubiquitin-dependent protein catabolic process [GO:0031146]		0
Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit (DDOST 48 kDa subunit) (Oligosaccharyl transferase 48 kDa subunit)	DDOST KIAA0115 OST48 OK/SW-cl.45	glycoprotein biosynthetic process [GO:0009101]; protein N-linked glycosylation [GO:0006487]; protein N-linked glycosylation via asparagine [GO:0018279]; regulation of protein stability [GO:0031647]; response to cytokine [GO:0034097]; T cell activation [GO:0042110]		0
Probable ATP-dependent RNA helicase DDX60 (EC 3.6.4.13) (DEAD box protein 60)	DDX60	defense response to virus [GO:0051607]; innate immune response [GO:0045087]; positive regulation of MDA-5 signaling pathway [GO:1900245]; positive regulation of RIG-I signaling pathway [GO:1900246]; response to virus [GO:0009615]		0
Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16 (EC 3.6.4.13) (ATP-dependent RNA helicase #3) (DEAH-box protein 16)	DHX16 DBP2 DDX16 KIAA0577 PRP2	antiviral innate immune response [GO:0140374]; mRNA splicing, via spliceosome [GO:0000398]; RNA splicing [GO:0008380]		0
ATP-dependent RNA helicase DHX58 (EC 3.6.4.13) (ATP-dependent helicase LGP2) (Protein D11Lgp2 homolog) (RIG-I-like receptor 3) (RLR-3) (RIG-I-like receptor LGP2) (RLR)	DHX58 D11LGP2E LGP2	antiviral innate immune response [GO:0140374]; cytoplasmic pattern recognition receptor signaling pathway [GO:0002753]; negative regulation of innate immune response [GO:0045824]; negative regulation of MDA-5 signaling pathway [GO:0039534]; negative regulation of RIG-I signaling pathway [GO:0039536]; negative regulation of type I interferon production [GO:0032480]; positive regulation of MDA-5 signaling pathway [GO:1900245]; positive regulation of RIG-I signaling pathway [GO:1900246]; positive regulation of type I interferon production [GO:0032481]; regulation of innate immune response [GO:0045088]; response to bacterium [GO:0009617]; response to virus [GO:0009615]		0
Evolutionarily conserved signaling intermediate in Toll pathway, mitochondrial (Protein SITPEC)	ECSIT	cell surface receptor protein serine/threonine kinase signaling pathway [GO:0007178]; innate immune response [GO:0045087]; mitochondrial respiratory chain complex I assembly [GO:0032981]; regulation of oxidoreductase activity [GO:0051341]; regulation of protein complex stability [GO:0061635]; toll-like receptor 4 signaling pathway [GO:0034142]		0
Exosome complex component CSL4 (Exosome component 1)	EXOSC1 CSL4 CGI-108	RNA catabolic process [GO:0006401]; RNA processing [GO:0006396]; rRNA processing [GO:0006364]		0
Exosome complex component RRP41 (Exosome component 4) (Ribosomal RNA-processing protein 41) (p12A)	EXOSC4 RRP41 SKI6	defense response to virus [GO:0051607]; DNA deamination [GO:0045006]; histone mRNA catabolic process [GO:0071044]; maturation of 5.8S rRNA [GO:0000460]; nuclear mRNA surveillance [GO:0071028]; nuclear-transcribed mRNA catabolic process [GO:0000956]; poly(A)-dependent snoRNA 3'-end processing [GO:0071051]; positive regulation of cell growth [GO:0030307]; RNA catabolic process [GO:0006401]; RNA processing [GO:0006396]; rRNA catabolic process [GO:0016075]; rRNA processing [GO:0006364]; U4 snRNA 3'-end processing [GO:0034475]		0
FAS-associated death domain protein (FAS-associating death domain-containing protein) (Growth-inhibiting gene 3 protein) (Mediator of receptor induced toxicity)	FADD MORT1 GIG3	apoptotic process [GO:0006915]; apoptotic signaling pathway [GO:0097190]; behavioral response to cocaine [GO:0048148]; cellular response to mechanical stimulus [GO:0071260]; death-inducing signaling complex assembly [GO:0071550]; defense response to virus [GO:0051607]; extrinsic apoptotic signaling pathway [GO:0097191]; extrinsic apoptotic signaling pathway in absence of ligand [GO:0097192]; extrinsic apoptotic signaling pathway via death domain receptors [GO:0008625]; innate immune response [GO:0045087]; kidney development [GO:0001822]; lymph node development [GO:0048535]; motor neuron apoptotic process [GO:0097049]; necroptotic signaling pathway [GO:0097527]; negative regulation of activation-induced cell death of T cells [GO:0070236]; negative regulation of necroptotic process [GO:0060546]; positive regulation of activated T cell proliferation [GO:0042104]; positive regulation of adaptive immune response [GO:0002821]; positive regulation of apoptotic process [GO:0043065]; positive regulation of canonical NF-kappaB signal transduction [GO:0043123]; positive regulation of CD8-positive, alpha-beta cytotoxic T cell extravasation [GO:2000454]; positive regulation of execution phase of apoptosis [GO:1900119]; positive regulation of extrinsic apoptotic signaling pathway [GO:2001238]; positive regulation of innate immune response [GO:0045089]; positive regulation of interleukin-8 production [GO:0032757]; positive regulation of macrophage differentiation [GO:0045651]; positive regulation of proteolysis [GO:0045862]; positive regulation of T cell mediated cytotoxicity [GO:0001916]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of tumor necrosis factor production [GO:0032760]; positive regulation of type I interferon-mediated signaling pathway [GO:0060340]; positive regulation of type II interferon production [GO:0032729]; spleen development [GO:0048536]; T cell differentiation in thymus [GO:0033077]; T cell homeostasis [GO:0043029]; thymus development [GO:0048538]; TRAIL-activated apoptotic signaling pathway [GO:0036462]		0
Serine protease FAM111A (EC 3.4.21.-)	FAM111A KIAA1895	DNA damage response [GO:0006974]; DNA replication [GO:0006260]; negative regulation of viral genome replication [GO:0045071]; protein autoprocessing [GO:0016540]; protein-DNA covalent cross-linking repair [GO:0106300]; proteolysis [GO:0006508]; replication fork processing [GO:0031297]		0
Histone H2A type 1 (H2A.1) (Histone H2A/ptl)	H2AC11 H2AFP HIST1H2AG; H2AC13 H2AFC HIST1H2AI; H2AC15 H2AFD HIST1H2AK; H2AC16 H2AFI HIST1H2AL; H2AC17 H2AFN HIST1H2AM	heterochromatin formation [GO:0031507]		0
Histone H2A type 2-A (H2A-clustered histone 18) (H2A-clustered histone 19) (Histone H2A.2) (Histone H2A/o)	H2AC18 H2AFO HIST2H2AA HIST2H2AA3; H2AC19 HIST2H2AA4	heterochromatin formation [GO:0031507]		0
Nuclear factor erythroid 2-related factor 2 (NF-E2-related factor 2) (NFE2-related factor 2) (Nrf-2) (Nuclear factor, erythroid derived 2, like 2)	NFE2L2 NRF2	aflatoxin catabolic process [GO:0046223]; cell redox homeostasis [GO:0045454]; cellular response to angiotensin [GO:1904385]; cellular response to copper ion [GO:0071280]; cellular response to fluid shear stress [GO:0071498]; cellular response to glucose starvation [GO:0042149]; cellular response to hydrogen peroxide [GO:0070301]; cellular response to hypoxia [GO:0071456]; cellular response to laminar fluid shear stress [GO:0071499]; cellular response to methionine [GO:0061431]; cellular response to oxidative stress [GO:0034599]; cellular response to tumor necrosis factor [GO:0071356]; cellular response to xenobiotic stimulus [GO:0071466]; digestive tract development [GO:0048565]; endoplasmic reticulum unfolded protein response [GO:0030968]; gene expression [GO:0010467]; inflammatory response [GO:0006954]; integrated stress response signaling [GO:0140467]; negative regulation of cardiac muscle cell apoptotic process [GO:0010667]; negative regulation of cellular response to hypoxia [GO:1900038]; negative regulation of endothelial cell apoptotic process [GO:2000352]; negative regulation of ferroptosis [GO:0110076]; negative regulation of hematopoietic stem cell differentiation [GO:1902037]; negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway [GO:1902176]; negative regulation of vascular associated smooth muscle cell migration [GO:1904753]; PERK-mediated unfolded protein response [GO:0036499]; positive regulation of angiogenesis [GO:0045766]; positive regulation of blood coagulation [GO:0030194]; positive regulation of blood vessel endothelial cell migration [GO:0043536]; positive regulation of D-glucose import [GO:0046326]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of ERAD pathway [GO:1904294]; positive regulation of gene expression [GO:0010628]; positive regulation of glutathione biosynthetic process [GO:1903788]; positive regulation of neuron projection development [GO:0010976]; positive regulation of reactive oxygen species metabolic process [GO:2000379]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of ubiquitin-dependent protein catabolic process [GO:2000060]; proteasomal ubiquitin-independent protein catabolic process [GO:0010499]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein ubiquitination [GO:0016567]; reactive oxygen species metabolic process [GO:0072593]; regulation of cellular response to oxidative stress [GO:1900407]; regulation of embryonic development [GO:0045995]; regulation of innate immune response [GO:0045088]; regulation of removal of superoxide radicals [GO:2000121]; regulation of transcription by RNA polymerase II [GO:0006357]; response to caloric restriction [GO:0061771]; response to ischemia [GO:0002931]; response to oxidative stress [GO:0006979]; response to sodium arsenite [GO:1903935]; T cell differentiation [GO:0030217]		0
Nuclear protein localization protein 4 homolog (Protein NPL4)	NPLOC4 KIAA1499 NPL4	ERAD pathway [GO:0036503]; Golgi organization [GO:0007030]; negative regulation of RIG-I signaling pathway [GO:0039536]; negative regulation of type I interferon production [GO:0032480]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; retrograde protein transport, ER to cytosol [GO:0030970]; ubiquitin-dependent protein catabolic process [GO:0006511]		0
Ubiquitin-fold modifier-conjugating enzyme 1 (Ufm1-conjugating enzyme 1)	UFC1 CGI-126 HSPC155	brain development [GO:0007420]; protein K69-linked ufmylation [GO:1990592]; protein ufmylation [GO:0071569]; regulation of type II interferon production [GO:0032649]; response to endoplasmic reticulum stress [GO:0034976]; reticulophagy [GO:0061709]		0
Sentrin-specific protease 2 (EC 3.4.22.-) (Axam2) (SMT3-specific isopeptidase 2) (Smt3ip2) (Sentrin/SUMO-specific protease SENP2)	SENP2 KIAA1331	fat cell differentiation [GO:0045444]; heart development [GO:0007507]; labyrinthine layer development [GO:0060711]; mRNA transport [GO:0051028]; negative regulation of protein ubiquitination [GO:0031397]; positive regulation of protein ubiquitination [GO:0031398]; positive regulation of transcription by RNA polymerase II [GO:0045944]; protein destabilization [GO:0031648]; protein desumoylation [GO:0016926]; protein sumoylation [GO:0016925]; protein transport [GO:0015031]; proteolysis [GO:0006508]; regulation of DNA endoreduplication [GO:0032875]; regulation of G1/S transition of mitotic cell cycle [GO:2000045]; regulation of Wnt signaling pathway [GO:0030111]; trophoblast giant cell differentiation [GO:0060707]; Wnt signaling pathway [GO:0016055]		0
Cyclic GMP-AMP phosphodiesterase SMPDL3A (2',3'-cGAMP phosphodiesterase SMPDL3A) (EC 3.1.4.-) (Acid sphingomyelinase-like phosphodiesterase 3a) (ASM-like phosphodiesterase 3a) (EC 3.6.1.15)	SMPDL3A ASML3A	negative regulation of cGAS/STING signaling pathway [GO:0160049]; nucleoside triphosphate catabolic process [GO:0009143]		0
E3 ubiquitin-protein ligase SMURF1 (hSMURF1) (EC 2.3.2.26) (HECT-type E3 ubiquitin transferase SMURF1) (SMAD ubiquitination regulatory factor 1) (SMAD-specific E3 ubiquitin-protein ligase 1)	SMURF1 KIAA1625	BMP signaling pathway [GO:0030509]; cell differentiation [GO:0030154]; ectoderm development [GO:0007398]; engulfment of target by autophagosome [GO:0061736]; negative regulation of activin receptor signaling pathway [GO:0032926]; negative regulation of BMP signaling pathway [GO:0030514]; negative regulation of transforming growth factor beta receptor signaling pathway [GO:0030512]; positive regulation of axon extension [GO:0045773]; positive regulation of dendrite extension [GO:1903861]; positive regulation of ubiquitin-dependent protein catabolic process [GO:2000060]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein export from nucleus [GO:0006611]; protein localization to plasma membrane [GO:0072659]; protein polyubiquitination [GO:0000209]; protein targeting to vacuole involved in autophagy [GO:0071211]; receptor catabolic process [GO:0032801]; substrate localization to autophagosome [GO:0061753]; ubiquitin-dependent protein catabolic process [GO:0006511]; Wnt signaling pathway, planar cell polarity pathway [GO:0060071]		0
Sequestosome-1 (EBI3-associated protein of 60 kDa) (EBIAP) (p60) (Phosphotyrosine-independent ligand for the Lck SH2 domain of 62 kDa) (Ubiquitin-binding protein p62) (p62)	SQSTM1 ORCA OSIL	aggrephagy [GO:0035973]; apoptotic process [GO:0006915]; autophagy [GO:0006914]; autophagy of mitochondrion [GO:0000422]; brown fat cell proliferation [GO:0070342]; cell differentiation [GO:0030154]; cellular response to stress [GO:0033554]; endosomal transport [GO:0016197]; endosome organization [GO:0007032]; energy homeostasis [GO:0097009]; immune system process [GO:0002376]; intracellular protein localization [GO:0008104]; intracellular signal transduction [GO:0035556]; macroautophagy [GO:0016236]; membraneless organelle assembly [GO:0140694]; mitophagy [GO:0000423]; negative regulation of ferroptosis [GO:0110076]; negative regulation of protein ubiquitination [GO:0031397]; negative regulation of toll-like receptor 4 signaling pathway [GO:0034144]; negative regulation of transcription by RNA polymerase II [GO:0000122]; pexophagy [GO:0000425]; positive regulation of apoptotic process [GO:0043065]; positive regulation of autophagy [GO:0010508]; positive regulation of long-term synaptic potentiation [GO:1900273]; positive regulation of protein localization to plasma membrane [GO:1903078]; positive regulation of transcription by RNA polymerase II [GO:0045944]; protein catabolic process [GO:0030163]; protein import into nucleus [GO:0006606]; protein localization to perinuclear region of cytoplasm [GO:1905719]; protein targeting to vacuole involved in autophagy [GO:0071211]; regulation of canonical NF-kappaB signal transduction [GO:0043122]; regulation of mitochondrion organization [GO:0010821]; regulation of protein complex stability [GO:0061635]; regulation of Ras protein signal transduction [GO:0046578]; response to ischemia [GO:0002931]; response to mitochondrial depolarisation [GO:0098780]; temperature homeostasis [GO:0001659]; transcription by RNA polymerase II [GO:0006366]; ubiquitin-dependent protein catabolic process [GO:0006511]		0
