Protein names	Gene Names	Gene Ontology (biological process)	Supporting_PMID	Paper_Count
Huntingtin (Huntington disease protein) (HD protein) [Cleaved into: Huntingtin, myristoylated N-terminal fragment]	HTT HD IT15	apoptotic process [GO:0006915]; central nervous system development [GO:0007417]; establishment of mitotic spindle orientation [GO:0000132]; Golgi organization [GO:0007030]; negative regulation of extrinsic apoptotic signaling pathway [GO:2001237]; neurogenesis [GO:0022008]; positive regulation of aggrephagy [GO:1905337]; positive regulation of apoptotic process [GO:0043065]; positive regulation of CAMKK-AMPK signaling cascade [GO:1905291]; positive regulation of cilium assembly [GO:0045724]; positive regulation of inositol 1,4,5-trisphosphate-sensitive calcium-release channel activity [GO:0031587]; positive regulation of lipophagy [GO:1904504]; positive regulation of mitophagy [GO:1901526]; protein destabilization [GO:0031648]; regulation of CAMKK-AMPK signaling cascade [GO:1905289]; retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum [GO:0006890]; synaptic vesicle transport [GO:0048489]; vesicle transport along microtubule [GO:0047496]; vocal learning [GO:0042297]		0
Mitogen-activated protein kinase kinase kinase 20 (EC 2.7.11.25) (Human cervical cancer suppressor gene 4 protein) (HCCS-4) (Leucine zipper- and sterile alpha motif-containing kinase) (MLK-like mitogen-activated protein triple kinase) (Mitogen-activated protein kinase kinase kinase MLT) (Mixed lineage kinase 7) (Mixed lineage kinase-related kinase) (MLK-related kinase) (MRK) (Sterile alpha motif- and leucine zipper-containing kinase AZK)	MAP3K20 MLK7 MLTK ZAK HCCS4	cell death [GO:0008219]; cell differentiation [GO:0030154]; cellular response to gamma radiation [GO:0071480]; cellular response to UV-B [GO:0071493]; chromosome segregation [GO:0007059]; cytoskeleton organization [GO:0007010]; DNA damage checkpoint signaling [GO:0000077]; embryonic digit morphogenesis [GO:0042733]; GCN2-mediated signaling [GO:0140469]; inflammatory response [GO:0006954]; JNK cascade [GO:0007254]; limb development [GO:0060173]; MAPK cascade [GO:0000165]; negative regulation of stress-activated protein kinase signaling cascade [GO:0070303]; negative regulation of translation in response to endoplasmic reticulum stress [GO:1902010]; p38MAPK cascade [GO:0038066]; positive regulation of apoptotic process [GO:0043065]; positive regulation of mitotic DNA damage checkpoint [GO:1904291]; positive regulation of programmed cell death [GO:0043068]; protein autophosphorylation [GO:0046777]; protein phosphorylation [GO:0006468]; pyroptotic inflammatory response [GO:0070269]; regulation of mitotic metaphase/anaphase transition [GO:0030071]; stress-activated MAPK cascade [GO:0051403]; stress-activated protein kinase signaling cascade [GO:0031098]		0
Ribosome quality control complex subunit NEMF (Antigen NY-CO-1) (Nuclear export mediator factor) (Serologically defined colon cancer antigen 1)	NEMF SDCCAG1	CAT tailing [GO:0140708]; nuclear export [GO:0051168]; protein-containing complex assembly [GO:0065003]; rescue of stalled ribosome [GO:0072344]; ribosome-associated ubiquitin-dependent protein catabolic process [GO:1990116]		0
NACHT, LRR and PYD domains-containing protein 1 (EC 3.4.-.-) (EC 3.6.4.-) (Caspase recruitment domain-containing protein 7) (Death effector filament-forming ced-4-like apoptosis protein) (Nucleotide-binding domain and caspase recruitment domain) [Cleaved into: NACHT, LRR and PYD domains-containing protein 1, C-terminus (NLRP1-CT); NACHT, LRR and PYD domains-containing protein 1, N-terminus (NLRP1-NT)]	NLRP1 CARD7 DEFCAP KIAA0926 NAC NALP1	activation of innate immune response [GO:0002218]; antiviral innate immune response [GO:0140374]; apoptotic process [GO:0006915]; cellular response to UV-B [GO:0071493]; defense response to bacterium [GO:0042742]; defense response to virus [GO:0051607]; inflammatory response [GO:0006954]; intrinsic apoptotic signaling pathway [GO:0097193]; neuron apoptotic process [GO:0051402]; NLRP1 inflammasome complex assembly [GO:1904784]; pattern recognition receptor signaling pathway [GO:0002221]; positive regulation of inflammatory response [GO:0050729]; positive regulation of interleukin-1 beta production [GO:0032731]; protein homooligomerization [GO:0051260]; pyroptotic inflammatory response [GO:0070269]; regulation of apoptotic process [GO:0042981]; regulation of inflammatory response [GO:0050727]; response to muramyl dipeptide [GO:0032495]; self proteolysis [GO:0097264]; signal transduction [GO:0007165]		0
Oxysterols receptor LXR-alpha (Liver X receptor alpha) (Nuclear receptor subfamily 1 group H member 3)	NR1H3 LXRA	apoptotic cell clearance [GO:0043277]; cell differentiation [GO:0030154]; cellular response to lipopolysaccharide [GO:0071222]; cholesterol homeostasis [GO:0042632]; hormone-mediated signaling pathway [GO:0009755]; intracellular receptor signaling pathway [GO:0030522]; lipid homeostasis [GO:0055088]; mRNA transcription by RNA polymerase II [GO:0042789]; negative regulation of cholesterol storage [GO:0010887]; negative regulation of cold-induced thermogenesis [GO:0120163]; negative regulation of inflammatory response [GO:0050728]; negative regulation of lipid transport [GO:0032369]; negative regulation of macrophage activation [GO:0043031]; negative regulation of macrophage derived foam cell differentiation [GO:0010745]; negative regulation of pancreatic juice secretion [GO:0090188]; negative regulation of pinocytosis [GO:0048550]; negative regulation of proteolysis [GO:0045861]; negative regulation of response to endoplasmic reticulum stress [GO:1903573]; negative regulation of secretion of lysosomal enzymes [GO:0090341]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of type II interferon-mediated signaling pathway [GO:0060336]; phosphatidylcholine acyl-chain remodeling [GO:0036151]; positive regulation of cholesterol efflux [GO:0010875]; positive regulation of cholesterol transport [GO:0032376]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of fatty acid biosynthetic process [GO:0045723]; positive regulation of lipid biosynthetic process [GO:0046889]; positive regulation of toll-like receptor 4 signaling pathway [GO:0034145]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of triglyceride biosynthetic process [GO:0010867]; regulation of circadian rhythm [GO:0042752]; regulation of lipid storage [GO:0010883]; response to progesterone [GO:0032570]; sterol homeostasis [GO:0055092]; triglyceride homeostasis [GO:0070328]		0
E3 ubiquitin-protein ligase RNF14 (EC 2.3.2.31) (Androgen receptor-associated protein 54) (HFB30) (RING finger protein 14)	RNF14 ARA54 HRIHFB2038	androgen receptor signaling pathway [GO:0030521]; positive regulation of DNA-templated transcription [GO:0045893]; protein K6-linked ubiquitination [GO:0085020]; protein ubiquitination [GO:0016567]; protein-RNA covalent cross-linking repair [GO:0160127]; regulation of androgen receptor signaling pathway [GO:0060765]; regulation of canonical Wnt signaling pathway [GO:0060828]; regulation of DNA-templated transcription [GO:0006355]; regulation of transcription by RNA polymerase II [GO:0006357]; rescue of stalled ribosome [GO:0072344]; signal transduction [GO:0007165]; ubiquitin-dependent protein catabolic process [GO:0006511]		0
TATA-box-binding protein (TATA sequence-binding protein) (TATA-binding factor) (TATA-box factor) (Transcription initiation factor TFIID TBP subunit)	TBP GTF2D1 TF2D TFIID	DNA-templated transcription initiation [GO:0006352]; mRNA transcription by RNA polymerase II [GO:0042789]; positive regulation of transcription initiation by RNA polymerase II [GO:0060261]; RNA polymerase II preinitiation complex assembly [GO:0051123]; spermatogenesis [GO:0007283]; transcription by RNA polymerase II [GO:0006366]; transcription by RNA polymerase III [GO:0006383]; transcription initiation at RNA polymerase II promoter [GO:0006367]		0
Zinc finger protein 33A (Zinc finger and ZAK-associated protein with KRAB domain) (ZZaPK) (Zinc finger protein 11A) (Zinc finger protein KOX31)	ZNF33A KIAA0065 KOX31 ZNF11 ZNF11A ZNF33	regulation of DNA-templated transcription [GO:0006355]; regulation of transcription by RNA polymerase II [GO:0006357]		0
Zinc finger protein 567	ZNF567	regulation of transcription by RNA polymerase II [GO:0006357]		0
E3 ubiquitin-protein ligase ZNF598 (EC 2.3.2.27) (Zinc finger protein 598)	ZNF598	negative regulation of translational initiation [GO:0045947]; protein K63-linked ubiquitination [GO:0070534]; protein monoubiquitination [GO:0006513]; protein ubiquitination [GO:0016567]; rescue of stalled ribosome [GO:0072344]; ribosome-associated ubiquitin-dependent protein catabolic process [GO:1990116]		0
Active breakpoint cluster region-related protein	ABR	activation of GTPase activity [GO:0090630]; modulation of chemical synaptic transmission [GO:0050804]; regulation of small GTPase mediated signal transduction [GO:0051056]; small GTPase-mediated signal transduction [GO:0007264]		0
Rho guanine nucleotide exchange factor 38	ARHGEF38			0
A-kinase anchor protein 13 (AKAP-13) (AKAP-Lbc) (Breast cancer nuclear receptor-binding auxiliary protein) (Guanine nucleotide exchange factor Lbc) (Human thyroid-anchoring protein 31) (Lymphoid blast crisis oncogene) (LBC oncogene) (Non-oncogenic Rho GTPase-specific GTP exchange factor) (Protein kinase A-anchoring protein 13) (PRKA13) (p47)	AKAP13 BRX HT31 LBC	adrenergic receptor signaling pathway [GO:0071875]; bone development [GO:0060348]; cardiac muscle cell differentiation [GO:0055007]; G protein-coupled receptor signaling pathway [GO:0007186]; heart development [GO:0007507]; positive regulation of canonical NF-kappaB signal transduction [GO:0043123]; positive regulation of Rho protein signal transduction [GO:0035025]; regulation of Rho protein signal transduction [GO:0035023]; regulation of sarcomere organization [GO:0060297]; regulation of small GTPase mediated signal transduction [GO:0051056]		0
Polyunsaturated fatty acid 5-lipoxygenase (EC 1.13.11.-) (Arachidonate 5-lipoxygenase) (5-LO) (5-lipoxygenase) (EC 1.13.11.34)	ALOX5 LOG5	arachidonate metabolic process [GO:0019369]; dendritic cell migration [GO:0036336]; glucose homeostasis [GO:0042593]; humoral immune response [GO:0006959]; leukocyte chemotaxis involved in inflammatory response [GO:0002232]; leukocyte migration involved in inflammatory response [GO:0002523]; leukotriene A4 biosynthetic process [GO:1901753]; leukotriene biosynthetic process [GO:0019370]; leukotriene metabolic process [GO:0006691]; leukotriene production involved in inflammatory response [GO:0002540]; lipid oxidation [GO:0034440]; lipoxin biosynthetic process [GO:2001301]; lipoxygenase pathway [GO:0019372]; long-chain fatty acid biosynthetic process [GO:0042759]; negative regulation of angiogenesis [GO:0016525]; negative regulation of endothelial cell proliferation [GO:0001937]; negative regulation of inflammatory response [GO:0050728]; negative regulation of response to endoplasmic reticulum stress [GO:1903573]; negative regulation of sprouting angiogenesis [GO:1903671]; negative regulation of vascular wound healing [GO:0061044]; negative regulation of wound healing [GO:0061045]; positive regulation of bone mineralization [GO:0030501]; positive regulation of leukocyte adhesion to arterial endothelial cell [GO:1904999]; regulation of cellular response to oxidative stress [GO:1900407]; regulation of cytokine production involved in inflammatory response [GO:1900015]; regulation of fat cell differentiation [GO:0045598]; regulation of inflammatory response [GO:0050727]; regulation of inflammatory response to wounding [GO:0106014]; regulation of insulin secretion [GO:0050796]; regulation of reactive oxygen species biosynthetic process [GO:1903426]		0
Protein AMBP (Protein HC) [Cleaved into: Alpha-1-microglobulin (EC 1.6.2.-) (Alpha-1 microglycoprotein) (Complex-forming glycoprotein heterogeneous in charge); Inter-alpha-trypsin inhibitor light chain (ITI-LC) (Bikunin) (EDC1) (HI-30) (Uronic-acid-rich protein); Trypstatin]	AMBP HCP ITIL	cell adhesion [GO:0007155]; female pregnancy [GO:0007565]; heme catabolic process [GO:0042167]; negative regulation of immune response [GO:0050777]; negative regulation of JNK cascade [GO:0046329]; protein catabolic process [GO:0030163]		0
Amyloid-beta precursor protein (APP) (ABPP) (APPI) (Alzheimer disease amyloid A4 protein homolog) (Alzheimer disease amyloid protein) (Amyloid precursor protein) (Amyloid-beta (A4) precursor protein) (Amyloid-beta A4 protein) (Cerebral vascular amyloid peptide) (CVAP) (PreA4) (Protease nexin-II) (PN-II) [Cleaved into: N-APP; Soluble APP-alpha (S-APP-alpha); Soluble APP-beta (S-APP-beta); C99 (Beta-secretase C-terminal fragment) (Beta-CTF); Amyloid-beta protein 42 (Abeta42) (Beta-APP42); Amyloid-beta protein 40 (Abeta40) (Beta-APP40); C83 (Alpha-secretase C-terminal fragment) (Alpha-CTF); P3(42); P3(40); C80; Gamma-secretase C-terminal fragment 59 (Amyloid intracellular domain 59) (AICD-59) (AID(59)) (Gamma-CTF(59)); Gamma-secretase C-terminal fragment 57 (Amyloid intracellular domain 57) (AICD-57) (AID(57)) (Gamma-CTF(57)); Gamma-secretase C-terminal fragment 50 (Amyloid intracellular domain 50) (AICD-50) (AID(50)) (Gamma-CTF(50)); C31]	APP A4 AD1	adult locomotory behavior [GO:0008344]; amyloid fibril formation [GO:1990000]; astrocyte activation [GO:0048143]; astrocyte activation involved in immune response [GO:0002265]; axo-dendritic transport [GO:0008088]; axon midline choice point recognition [GO:0016199]; axonogenesis [GO:0007409]; calcium ion transport [GO:0006816]; cell adhesion [GO:0007155]; cellular response to amyloid-beta [GO:1904646]; cellular response to cAMP [GO:0071320]; cellular response to copper ion [GO:0071280]; cellular response to manganese ion [GO:0071287]; cellular response to nerve growth factor stimulus [GO:1990090]; cellular response to norepinephrine stimulus [GO:0071874]; central nervous system development [GO:0007417]; cognition [GO:0050890]; collateral sprouting in absence of injury [GO:0048669]; dendrite development [GO:0016358]; endocytosis [GO:0006897]; extracellular matrix organization [GO:0030198]; hippocampal neuron apoptotic process [GO:0110088]; intracellular copper ion homeostasis [GO:0006878]; ionotropic glutamate receptor signaling pathway [GO:0035235]; learning [GO:0007612]; learning or memory [GO:0007611]; locomotory behavior [GO:0007626]; mating behavior [GO:0007617]; microglia development [GO:0014005]; microglial cell activation [GO:0001774]; modulation of excitatory postsynaptic potential [GO:0098815]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of gene expression [GO:0010629]; negative regulation of long-term synaptic potentiation [GO:1900272]; neuron projection development [GO:0031175]; neuron projection maintenance [GO:1990535]; neuron remodeling [GO:0016322]; NMDA selective glutamate receptor signaling pathway [GO:0098989]; Notch signaling pathway [GO:0007219]; positive regulation of amyloid fibril formation [GO:1905908]; positive regulation of calcium-mediated signaling [GO:0050850]; positive regulation of chemokine production [GO:0032722]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]; positive regulation of gene expression [GO:0010628]; positive regulation of glycolytic process [GO:0045821]; positive regulation of inflammatory response [GO:0050729]; positive regulation of interleukin-1 beta production [GO:0032731]; positive regulation of interleukin-6 production [GO:0032755]; positive regulation of JNK cascade [GO:0046330]; positive regulation of long-term synaptic potentiation [GO:1900273]; positive regulation of mitotic cell cycle [GO:0045931]; positive regulation of non-canonical NF-kappaB signal transduction [GO:1901224]; positive regulation of protein metabolic process [GO:0051247]; positive regulation of T cell migration [GO:2000406]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of tumor necrosis factor production [GO:0032760]; regulation of gene expression [GO:0010468]; regulation of long-term neuronal synaptic plasticity [GO:0048169]; regulation of multicellular organism growth [GO:0040014]; regulation of neuron apoptotic process [GO:0043523]; regulation of presynapse assembly [GO:1905606]; regulation of spontaneous synaptic transmission [GO:0150003]; regulation of synapse structure or activity [GO:0050803]; regulation of translation [GO:0006417]; regulation of Wnt signaling pathway [GO:0030111]; response to ethanol [GO:0045471]; response to insulin-like growth factor stimulus [GO:1990418]; response to interleukin-1 [GO:0070555]; response to lead ion [GO:0010288]; swimming behavior [GO:0036269]; synapse organization [GO:0050808]; visual learning [GO:0008542]		0
Rho guanine nucleotide exchange factor 1 (115 kDa guanine nucleotide exchange factor) (p115-RhoGEF) (p115RhoGEF) (Sub1.5)	ARHGEF1	G protein-coupled receptor signaling pathway [GO:0007186]; regulation of small GTPase mediated signal transduction [GO:0051056]; Rho protein signal transduction [GO:0007266]; Rho-activating G protein-coupled receptor signaling pathway [GO:0160221]		0
Rho guanine nucleotide exchange factor 10	ARHGEF10 KIAA0294	actin cytoskeleton organization [GO:0030036]; centrosome duplication [GO:0051298]; mitotic spindle assembly [GO:0090307]; myelination in peripheral nervous system [GO:0022011]; positive regulation of Rho protein signal transduction [GO:0035025]; positive regulation of stress fiber assembly [GO:0051496]; regulation of small GTPase mediated signal transduction [GO:0051056]		0
Rho guanine nucleotide exchange factor 10-like protein (GrinchGEF)	ARHGEF10L GRINCHGEF KIAA1626	actin cytoskeleton organization [GO:0030036]; positive regulation of stress fiber assembly [GO:0051496]; regulation of small GTPase mediated signal transduction [GO:0051056]; SREBP signaling pathway [GO:0032933]		0
Rho guanine nucleotide exchange factor 11 (PDZ-RhoGEF)	ARHGEF11 KIAA0380	actin cytoskeleton organization [GO:0030036]; establishment of cell polarity [GO:0030010]; G protein-coupled receptor signaling pathway [GO:0007186]; positive regulation of DNA-templated transcription [GO:0045893]; regulation of cell growth [GO:0001558]; regulation of small GTPase mediated signal transduction [GO:0051056]; Rho protein signal transduction [GO:0007266]; striated muscle contraction [GO:0006941]		0
Rho guanine nucleotide exchange factor 12 (Leukemia-associated RhoGEF)	ARHGEF12 KIAA0382 LARG	G protein-coupled receptor signaling pathway [GO:0007186]; regulation of small GTPase mediated signal transduction [GO:0051056]; Rho protein signal transduction [GO:0007266]; Rho-activating G protein-coupled receptor signaling pathway [GO:0160221]		0
Rho guanine nucleotide exchange factor 17 (164 kDa Rho-specific guanine-nucleotide exchange factor) (p164-RhoGEF) (p164RhoGEF) (Tumor endothelial marker 4)	ARHGEF17 KIAA0337 TEM4	actin cytoskeleton organization [GO:0030036]; regulation of small GTPase mediated signal transduction [GO:0051056]		0
Rho guanine nucleotide exchange factor 18 (114 kDa Rho-specific guanine nucleotide exchange factor) (p114-Rho-GEF) (p114RhoGEF) (Septin-associated RhoGEF) (SA-RhoGEF)	ARHGEF18 KIAA0521	actin cytoskeleton organization [GO:0030036]; negative regulation of stress fiber assembly [GO:0051497]; protein localization to cell-cell junction [GO:0150105]; regulation of cell shape [GO:0008360]; regulation of Rho protein signal transduction [GO:0035023]; small GTPase-mediated signal transduction [GO:0007264]		0
Rho guanine nucleotide exchange factor 26 (SH3 domain-containing guanine exchange factor)	ARHGEF26 SGEF HMFN1864	endothelial cell morphogenesis [GO:0001886]; regulation of actin cytoskeleton organization [GO:0032956]; ruffle assembly [GO:0097178]		0
Rho guanine nucleotide exchange factor 28 (190 kDa guanine nucleotide exchange factor) (p190-RhoGEF) (p190RhoGEF) (Rho guanine nucleotide exchange factor)	ARHGEF28 KIAA1998 RGNEF	cell morphogenesis [GO:0000902]; central nervous system neuron axonogenesis [GO:0021955]; ephrin receptor signaling pathway [GO:0048013]; neurofilament cytoskeleton organization [GO:0060052]; regulation of Rho protein signal transduction [GO:0035023]; regulation of small GTPase mediated signal transduction [GO:0051056]		0
Rho guanine nucleotide exchange factor 37	ARHGEF37			0
F-box/WD repeat-containing protein 7 (Archipelago homolog) (hAgo) (F-box and WD-40 domain-containing protein 7) (F-box protein FBX30) (SEL-10) (hCdc4)	FBXW7 FBW7 FBX30 SEL10	cellular response to UV [GO:0034644]; DNA damage response [GO:0006974]; DNA repair [GO:0006281]; lipid homeostasis [GO:0055088]; negative regulation of gene expression [GO:0010629]; negative regulation of hepatocyte proliferation [GO:2000346]; negative regulation of Notch signaling pathway [GO:0045746]; negative regulation of osteoclast development [GO:2001205]; negative regulation of SREBP signaling pathway [GO:2000639]; negative regulation of triglyceride biosynthetic process [GO:0010868]; positive regulation of epidermal growth factor receptor signaling pathway [GO:0045742]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]; positive regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway [GO:1903378]; positive regulation of proteasomal protein catabolic process [GO:1901800]; positive regulation of protein targeting to mitochondrion [GO:1903955]; positive regulation of protein ubiquitination [GO:0031398]; positive regulation of ubiquitin-dependent protein catabolic process [GO:2000060]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein stabilization [GO:0050821]; protein ubiquitination [GO:0016567]; regulation of cell cycle G1/S phase transition [GO:1902806]; regulation of circadian rhythm [GO:0042752]; regulation of lipid storage [GO:0010883]; regulation of mitophagy [GO:1901524]; regulation of protein localization [GO:0032880]; rhythmic process [GO:0048511]; SCF-dependent proteasomal ubiquitin-dependent protein catabolic process [GO:0031146]; sister chromatid cohesion [GO:0007062]; ubiquitin recycling [GO:0010992]; vasculature development [GO:0001944]		0
Fibroblast growth factor 12 (FGF-12) (Fibroblast growth factor homologous factor 1) (FHF-1) (Myocyte-activating factor)	FGF12 FGF12B FHF1	adult locomotory behavior [GO:0008344]; cardiac muscle cell action potential involved in contraction [GO:0086002]; cell-cell signaling [GO:0007267]; chemical synaptic transmission [GO:0007268]; heart development [GO:0007507]; JNK cascade [GO:0007254]; nervous system development [GO:0007399]; neurogenesis [GO:0022008]; neuromuscular process [GO:0050905]; positive regulation of sodium ion transport [GO:0010765]; regulation of neuronal action potential [GO:0098908]; regulation of sodium ion transmembrane transport [GO:1902305]; regulation of voltage-gated sodium channel activity [GO:1905150]; signal transduction [GO:0007165]		0
Nuclear factor NF-kappa-B p105 subunit (DNA-binding factor KBF1) (EBP-1) (Nuclear factor of kappa light polypeptide gene enhancer in B-cells 1) [Cleaved into: Nuclear factor NF-kappa-B p50 subunit]	NFKB1	antibacterial innate immune response [GO:0140367]; apoptotic process [GO:0006915]; B cell receptor signaling pathway [GO:0050853]; canonical NF-kappaB signal transduction [GO:0007249]; cellular response to angiotensin [GO:1904385]; cellular response to dsRNA [GO:0071359]; cellular response to interleukin-17 [GO:0097398]; cellular response to interleukin-6 [GO:0071354]; cellular response to lipopolysaccharide [GO:0071222]; cellular response to mechanical stimulus [GO:0071260]; cellular response to nicotine [GO:0071316]; cellular response to virus [GO:0098586]; inflammatory response [GO:0006954]; JNK cascade [GO:0007254]; mammary gland involution [GO:0060056]; negative regulation of apoptotic process [GO:0043066]; negative regulation of cytokine production involved in inflammatory response [GO:1900016]; negative regulation of gene expression [GO:0010629]; negative regulation of inflammatory response [GO:0050728]; negative regulation of interleukin-12 production [GO:0032695]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of vitamin D biosynthetic process [GO:0010957]; non-canonical NF-kappaB signal transduction [GO:0038061]; positive regulation of canonical Wnt signaling pathway [GO:0090263]; positive regulation of cholesterol efflux [GO:0010875]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of hyaluronan biosynthetic process [GO:1900127]; positive regulation of lipid storage [GO:0010884]; positive regulation of macrophage derived foam cell differentiation [GO:0010744]; positive regulation of miRNA metabolic process [GO:2000630]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transcription initiation by RNA polymerase II [GO:0060261]; regulation of transcription by RNA polymerase II [GO:0006357]; response to muscle stretch [GO:0035994]; transcription by RNA polymerase II [GO:0006366]; tumor necrosis factor-mediated signaling pathway [GO:0033209]		0
MAP kinase-activated protein kinase 2 (MAPK-activated protein kinase 2) (MAPKAP kinase 2) (MAPKAP-K2) (MAPKAPK-2) (MK-2) (MK2) (EC 2.7.11.1)	MAPKAPK2	3'-UTR-mediated mRNA stabilization [GO:0070935]; cellular response to vascular endothelial growth factor stimulus [GO:0035924]; DNA damage response [GO:0006974]; inflammatory response [GO:0006954]; inner ear development [GO:0048839]; intracellular signal transduction [GO:0035556]; leukotriene metabolic process [GO:0006691]; macropinocytosis [GO:0044351]; MAPK cascade [GO:0000165]; p38MAPK cascade [GO:0038066]; positive regulation of macrophage cytokine production [GO:0060907]; positive regulation of tumor necrosis factor production [GO:0032760]; regulation of cellular response to heat [GO:1900034]; regulation of interleukin-6 production [GO:0032675]; regulation of mRNA stability [GO:0043488]; regulation of tumor necrosis factor production [GO:0032680]; regulation of tumor necrosis factor-mediated signaling pathway [GO:0010803]; response to cytokine [GO:0034097]; response to lipopolysaccharide [GO:0032496]; toll-like receptor signaling pathway [GO:0002224]; vascular endothelial growth factor receptor signaling pathway [GO:0048010]		0
Mitogen-activated protein kinase kinase kinase 21 (EC 2.7.11.25) (Mitogen-activated protein kinase kinase kinase MLK4) (Mixed lineage kinase 4)	MAP3K21 KIAA1804 MLK4	protein autophosphorylation [GO:0046777]; protein phosphorylation [GO:0006468]; signal transduction [GO:0007165]		0
Mitogen-activated protein kinase kinase kinase 5 (EC 2.7.11.25) (Apoptosis signal-regulating kinase 1) (ASK-1) (MAPK/ERK kinase kinase 5) (MEK kinase 5) (MEKK 5)	MAP3K5 ASK1 MAPKKK5 MEKK5	apoptotic signaling pathway [GO:0097190]; cellular response to amino acid starvation [GO:0034198]; cellular response to hydrogen peroxide [GO:0070301]; cellular response to reactive nitrogen species [GO:1902170]; cellular response to tumor necrosis factor [GO:0071356]; cellular senescence [GO:0090398]; endothelial cell apoptotic process [GO:0072577]; innate immune response [GO:0045087]; intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress [GO:0070059]; intrinsic apoptotic signaling pathway in response to oxidative stress [GO:0008631]; JNK cascade [GO:0007254]; MAPK cascade [GO:0000165]; neuron apoptotic process [GO:0051402]; neuron intrinsic apoptotic signaling pathway in response to oxidative stress [GO:0036480]; p38MAPK cascade [GO:0038066]; positive regulation of apoptotic process [GO:0043065]; positive regulation of cardiac muscle cell apoptotic process [GO:0010666]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of JNK cascade [GO:0046330]; positive regulation of myoblast differentiation [GO:0045663]; positive regulation of p38MAPK cascade [GO:1900745]; positive regulation of vascular associated smooth muscle cell proliferation [GO:1904707]; programmed necrotic cell death [GO:0097300]; response to endoplasmic reticulum stress [GO:0034976]; response to ischemia [GO:0002931]; stress-activated MAPK cascade [GO:0051403]		0
Mitogen-activated protein kinase kinase kinase 6 (EC 2.7.11.25) (Apoptosis signal-regulating kinase 2)	MAP3K6 ASK2 MAPKKK6 MEKK6	JNK cascade [GO:0007254]; p38MAPK cascade [GO:0038066]; protein phosphorylation [GO:0006468]; signal transduction [GO:0007165]		0
Mitogen-activated protein kinase kinase kinase 7 (EC 2.7.11.25) (Transforming growth factor-beta-activated kinase 1) (TGF-beta-activated kinase 1)	MAP3K7 TAK1	anoikis [GO:0043276]; canonical NF-kappaB signal transduction [GO:0007249]; cellular response to angiotensin [GO:1904385]; cellular response to hypoxia [GO:0071456]; cellular response to tumor necrosis factor [GO:0071356]; cytoplasmic pattern recognition receptor signaling pathway [GO:0002753]; defense response to bacterium [GO:0042742]; Fc-epsilon receptor signaling pathway [GO:0038095]; I-kappaB phosphorylation [GO:0007252]; immune response [GO:0006955]; inflammatory response [GO:0006954]; interleukin-1-mediated signaling pathway [GO:0070498]; interleukin-17A-mediated signaling pathway [GO:0038173]; interleukin-33-mediated signaling pathway [GO:0038172]; JNK cascade [GO:0007254]; MAPK cascade [GO:0000165]; MyD88-dependent toll-like receptor signaling pathway [GO:0002755]; negative regulation of gene expression [GO:0010629]; nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway [GO:0035872]; p38MAPK cascade [GO:0038066]; positive regulation of canonical NF-kappaB signal transduction [GO:0043123]; positive regulation of cell cycle [GO:0045787]; positive regulation of cell size [GO:0045793]; positive regulation of cGAS/STING signaling pathway [GO:0141111]; positive regulation of interleukin-2 production [GO:0032743]; positive regulation of JUN kinase activity [GO:0043507]; positive regulation of macroautophagy [GO:0016239]; positive regulation of non-canonical NF-kappaB signal transduction [GO:1901224]; positive regulation of T cell cytokine production [GO:0002726]; positive regulation of vascular associated smooth muscle cell migration [GO:1904754]; positive regulation of vascular associated smooth muscle cell proliferation [GO:1904707]; signal transduction in response to DNA damage [GO:0042770]; stimulatory C-type lectin receptor signaling pathway [GO:0002223]; stress-activated MAPK cascade [GO:0051403]; T cell receptor signaling pathway [GO:0050852]; toll-like receptor 3 signaling pathway [GO:0034138]; toll-like receptor 4 signaling pathway [GO:0034142]; transforming growth factor beta receptor signaling pathway [GO:0007179]; TRIF-dependent toll-like receptor signaling pathway [GO:0035666]		0
Endothelial differentiation-related factor 1 (EDF-1) (Multiprotein-bridging factor 1) (MBF1)	EDF1	endothelial cell differentiation [GO:0045446]; positive regulation of DNA binding [GO:0043388]; positive regulation of DNA-templated transcription [GO:0045893]; regulation of DNA-templated transcription [GO:0006355]; regulation of lipid metabolic process [GO:0019216]		0
