Protein names	Gene Names	Gene Ontology (biological process)	Supporting_PMID	Paper_Count
Alpha-aminoadipic semialdehyde dehydrogenase (Alpha-AASA dehydrogenase) (EC 1.2.1.31) (Aldehyde dehydrogenase family 7 member A1) (EC 1.2.1.3) (Antiquitin-1) (Betaine aldehyde dehydrogenase) (EC 1.2.1.8) (Delta1-piperideine-6-carboxylate dehydrogenase) (P6c dehydrogenase)	ALDH7A1 ATQ1	aldehyde metabolic process [GO:0006081]; choline catabolic process [GO:0042426]; endosome to lysosome transport [GO:0008333]; energy homeostasis [GO:0097009]; glycine betaine biosynthetic process from choline [GO:0019285]; Golgi to endosome transport [GO:0006895]; L-lysine catabolic process [GO:0019477]; lysine catabolic process [GO:0006554]; negative regulation of endosome to plasma membrane protein transport [GO:1905750]; negative regulation of ferroptosis [GO:0110076]; negative regulation of Golgi to plasma membrane protein transport [GO:0042997]; plasma membrane to endosome transport [GO:0048227]; sensory perception of sound [GO:0007605]	40233740	6
RAC-beta serine/threonine-protein kinase (EC 2.7.11.1) (Protein kinase Akt-2) (Protein kinase B beta) (PKB beta) (RAC protein kinase beta) (RAC-PK-beta)	AKT2	cellular response to high light intensity [GO:0071486]; cellular response to insulin stimulus [GO:0032869]; fat cell differentiation [GO:0045444]; glucose metabolic process [GO:0006006]; glycogen biosynthetic process [GO:0005978]; insulin receptor signaling pathway [GO:0008286]; intracellular signal transduction [GO:0035556]; mammary gland epithelial cell differentiation [GO:0060644]; negative regulation of apoptotic process [GO:0043066]; negative regulation of long-chain fatty acid import across plasma membrane [GO:0010748]; negative regulation of PERK-mediated unfolded protein response [GO:1903898]; peripheral nervous system myelin maintenance [GO:0032287]; positive regulation of blood vessel endothelial cell migration [GO:0043536]; positive regulation of cap-dependent translational initiation [GO:1903676]; positive regulation of cell migration [GO:0030335]; positive regulation of cell motility [GO:2000147]; positive regulation of D-glucose import [GO:0046326]; positive regulation of fatty acid beta-oxidation [GO:0032000]; positive regulation of glucose metabolic process [GO:0010907]; positive regulation of glycogen biosynthetic process [GO:0045725]; positive regulation of protein targeting to membrane [GO:0090314]; protein localization to plasma membrane [GO:0072659]; protein modification process [GO:0036211]; protein stabilization [GO:0050821]; regulation of cell cycle [GO:0051726]; regulation of cell migration [GO:0030334]; retinal rod cell apoptotic process [GO:0097473]; signal transduction [GO:0007165]	41979632	231
Proline-rich AKT1 substrate 1 (40 kDa proline-rich AKT substrate)	AKT1S1 PRAS40	negative regulation of cell size [GO:0045792]; negative regulation of protein kinase activity [GO:0006469]; negative regulation of TOR signaling [GO:0032007]; negative regulation of TORC1 signaling [GO:1904262]; neurotrophin TRK receptor signaling pathway [GO:0048011]; regulation of apoptotic process [GO:0042981]; regulation of neuron apoptotic process [GO:0043523]	35140327	15
RAC-alpha serine/threonine-protein kinase (EC 2.7.11.1) (Protein kinase B) (PKB) (Protein kinase B alpha) (PKB alpha) (Proto-oncogene c-Akt) (RAC-PK-alpha)	AKT1 PKB RAC	activation-induced cell death of T cells [GO:0006924]; anoikis [GO:0043276]; apoptotic mitochondrial changes [GO:0008637]; behavioral response to pain [GO:0048266]; beta-arrestin-dependent dopamine receptor signaling pathway [GO:0160213]; cell differentiation [GO:0030154]; cell migration involved in sprouting angiogenesis [GO:0002042]; cell population proliferation [GO:0008283]; cellular response to decreased oxygen levels [GO:0036294]; cellular response to epidermal growth factor stimulus [GO:0071364]; cellular response to granulocyte macrophage colony-stimulating factor stimulus [GO:0097011]; cellular response to insulin stimulus [GO:0032869]; cellular response to nerve growth factor stimulus [GO:1990090]; cellular response to oxidised low-density lipoprotein particle stimulus [GO:0140052]; cellular response to peptide [GO:1901653]; cellular response to prostaglandin E stimulus [GO:0071380]; cellular response to rapamycin [GO:0072752]; cellular response to stress [GO:0033554]; cellular response to tumor necrosis factor [GO:0071356]; cellular response to vascular endothelial growth factor stimulus [GO:0035924]; complement receptor mediated signaling pathway [GO:0002430]; cytokine-mediated signaling pathway [GO:0019221]; epidermal growth factor receptor signaling pathway [GO:0007173]; establishment of protein localization to mitochondrion [GO:0072655]; excitatory postsynaptic potential [GO:0060079]; execution phase of apoptosis [GO:0097194]; fibroblast migration [GO:0010761]; G protein-coupled receptor signaling pathway [GO:0007186]; gene expression [GO:0010467]; glucose homeostasis [GO:0042593]; glucose metabolic process [GO:0006006]; glycogen biosynthetic process [GO:0005978]; inflammatory response [GO:0006954]; insulin receptor signaling pathway [GO:0008286]; insulin-like growth factor receptor signaling pathway [GO:0048009]; interleukin-18-mediated signaling pathway [GO:0035655]; intracellular signal transduction [GO:0035556]; labyrinthine layer blood vessel development [GO:0060716]; lipopolysaccharide-mediated signaling pathway [GO:0031663]; maintenance of protein location in mitochondrion [GO:0072656]; mammalian oogenesis stage [GO:0022605]; mammary gland epithelial cell differentiation [GO:0060644]; maternal placenta development [GO:0001893]; negative regulation of apoptotic process [GO:0043066]; negative regulation of autophagy [GO:0010507]; negative regulation of cGAS/STING signaling pathway [GO:0160049]; negative regulation of cilium assembly [GO:1902018]; negative regulation of extrinsic apoptotic signaling pathway in absence of ligand [GO:2001240]; negative regulation of fatty acid beta-oxidation [GO:0031999]; negative regulation of hydrogen peroxide-induced neuron intrinsic apoptotic signaling pathway [GO:1903384]; negative regulation of leukocyte cell-cell adhesion [GO:1903038]; negative regulation of long-chain fatty acid import across plasma membrane [GO:0010748]; negative regulation of lymphocyte migration [GO:2000402]; negative regulation of macroautophagy [GO:0016242]; negative regulation of Notch signaling pathway [GO:0045746]; negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway [GO:1902176]; negative regulation of PERK-mediated unfolded protein response [GO:1903898]; negative regulation of protein localization to lysosome [GO:0150033]; negative regulation of protein maturation [GO:1903318]; negative regulation of protein ubiquitination [GO:0031397]; negative regulation of proteolysis [GO:0045861]; negative regulation of release of cytochrome c from mitochondria [GO:0090201]; nitric oxide biosynthetic process [GO:0006809]; nitric oxide metabolic process [GO:0046209]; osteoblast differentiation [GO:0001649]; peptidyl-serine phosphorylation [GO:0018105]; peptidyl-threonine phosphorylation [GO:0018107]; peripheral nervous system myelin maintenance [GO:0032287]; phosphatidylinositol 3-kinase/protein kinase B signal transduction [GO:0043491]; phosphorylation [GO:0016310]; positive regulation of anaphase-promoting complex-dependent catabolic process [GO:1905786]; positive regulation of blood vessel endothelial cell migration [GO:0043536]; positive regulation of cell growth [GO:0030307]; positive regulation of cell migration [GO:0030335]; positive regulation of D-glucose import [GO:0046326]; positive regulation of endodeoxyribonuclease activity [GO:0032079]; positive regulation of endothelial cell migration [GO:0010595]; positive regulation of endothelial cell proliferation [GO:0001938]; positive regulation of fat cell differentiation [GO:0045600]; positive regulation of fibroblast migration [GO:0010763]; positive regulation of G1/S transition of mitotic cell cycle [GO:1900087]; positive regulation of gene expression [GO:0010628]; positive regulation of glucose metabolic process [GO:0010907]; positive regulation of glycogen biosynthetic process [GO:0045725]; positive regulation of lipid biosynthetic process [GO:0046889]; positive regulation of nitric oxide biosynthetic process [GO:0045429]; positive regulation of organ growth [GO:0046622]; positive regulation of peptidyl-serine phosphorylation [GO:0033138]; positive regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032436]; positive regulation of protein localization to cell surface [GO:2000010]; positive regulation of protein localization to endoplasmic reticulum [GO:1905552]; positive regulation of protein localization to nucleus [GO:1900182]; positive regulation of protein localization to plasma membrane [GO:1903078]; positive regulation of protein metabolic process [GO:0051247]; positive regulation of smooth muscle cell proliferation [GO:0048661]; positive regulation of sodium ion transport [GO:0010765]; positive regulation of TORC1 signaling [GO:1904263]; positive regulation of TORC2 signaling [GO:1904515]; positive regulation of transcription by RNA polymerase II [GO:0045944]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein autophosphorylation [GO:0046777]; protein import into nucleus [GO:0006606]; protein phosphorylation [GO:0006468]; protein ubiquitination [GO:0016567]; regulation of apoptotic process [GO:0042981]; regulation of cell migration [GO:0030334]; regulation of glycogen biosynthetic process [GO:0005979]; regulation of mRNA stability [GO:0043488]; regulation of myelination [GO:0031641]; regulation of neuron projection development [GO:0010975]; regulation of postsynapse organization [GO:0099175]; regulation of signal transduction by p53 class mediator [GO:1901796]; regulation of translation [GO:0006417]; regulation of tRNA methylation [GO:0110002]; regulation of type B pancreatic cell development [GO:2000074]; response to fluid shear stress [GO:0034405]; response to food [GO:0032094]; response to growth factor [GO:0070848]; response to growth hormone [GO:0060416]; response to heat [GO:0009408]; response to insulin-like growth factor stimulus [GO:1990418]; response to oxidative stress [GO:0006979]; response to UV-A [GO:0070141]; signal transduction [GO:0007165]; sphingosine-1-phosphate receptor signaling pathway [GO:0003376]; striated muscle cell differentiation [GO:0051146]; T cell costimulation [GO:0031295]; TOR signaling [GO:0031929]; vascular endothelial cell response to laminar fluid shear stress [GO:0097700]	42288209	848
Acetyl-coenzyme A synthetase, cytoplasmic (EC 6.2.1.1) (Acetate--CoA ligase) (Acetyl-CoA synthetase) (ACS) (AceCS) (Acetyl-CoA synthetase 1) (AceCS1) (Acyl-CoA synthetase short-chain family member 2) (Acyl-activating enzyme) (Propionate--CoA ligase) (EC 6.2.1.17)	ACSS2 ACAS2	acetate biosynthetic process [GO:0019413]; acetyl-CoA biosynthetic process [GO:0006085]; acetyl-CoA biosynthetic process from acetate [GO:0019427]; ethanol catabolic process [GO:0006068]; lipid biosynthetic process [GO:0008610]; long-term memory [GO:0007616]; propionate biosynthetic process [GO:0019542]	41174639	31
X-box-binding protein 1 (XBP-1) (Tax-responsive element-binding protein 5) (TREB-5) [Cleaved into: X-box-binding protein 1, cytoplasmic form; X-box-binding protein 1, luminal form]	XBP1 TREB5 XBP2	adipose tissue development [GO:0060612]; angiogenesis [GO:0001525]; ATF6-mediated unfolded protein response [GO:0036500]; autophagy [GO:0006914]; cellular response to amino acid stimulus [GO:0071230]; cellular response to fluid shear stress [GO:0071498]; cellular response to fructose stimulus [GO:0071332]; cellular response to glucose starvation [GO:0042149]; cellular response to glucose stimulus [GO:0071333]; cellular response to insulin stimulus [GO:0032869]; cellular response to interleukin-4 [GO:0071353]; cellular response to laminar fluid shear stress [GO:0071499]; cellular response to leukemia inhibitory factor [GO:1990830]; cellular response to lipopolysaccharide [GO:0071222]; cellular response to nutrient [GO:0031670]; cellular response to oxidative stress [GO:0034599]; cellular response to peptide hormone stimulus [GO:0071375]; cellular response to vascular endothelial growth factor stimulus [GO:0035924]; cholesterol homeostasis [GO:0042632]; endoplasmic reticulum unfolded protein response [GO:0030968]; endothelial cell proliferation [GO:0001935]; epithelial cell maturation involved in salivary gland development [GO:0060691]; ERAD pathway [GO:0036503]; exocrine pancreas development [GO:0031017]; fatty acid biosynthetic process [GO:0006633]; fatty acid homeostasis [GO:0055089]; glandular epithelial cell maturation [GO:0002071]; immune response [GO:0006955]; intracellular triglyceride homeostasis [GO:0035356]; intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress [GO:0070059]; IRE1-mediated unfolded protein response [GO:0036498]; liver development [GO:0001889]; muscle organ development [GO:0007517]; negative regulation of apoptotic process [GO:0043066]; negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway [GO:1902236]; negative regulation of endoplasmic reticulum unfolded protein response [GO:1900102]; negative regulation of ERK1 and ERK2 cascade [GO:0070373]; negative regulation of myotube differentiation [GO:0010832]; negative regulation of SMAD protein signal transduction [GO:0060392]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of transforming growth factor beta receptor signaling pathway [GO:0030512]; negative regulation of translation [GO:0017148]; neuron development [GO:0048666]; phosphatidylinositol 3-kinase/protein kinase B signal transduction [GO:0043491]; positive regulation of angiogenesis [GO:0045766]; positive regulation of autophagy [GO:0010508]; positive regulation of B cell differentiation [GO:0045579]; positive regulation of cell migration [GO:0030335]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of cytokine production involved in inflammatory response [GO:1900017]; positive regulation of endothelial cell apoptotic process [GO:2000353]; positive regulation of ERAD pathway [GO:1904294]; positive regulation of fat cell differentiation [GO:0045600]; positive regulation of hepatocyte proliferation [GO:2000347]; positive regulation of immunoglobulin production [GO:0002639]; positive regulation of interleukin-6 production [GO:0032755]; positive regulation of lactation [GO:1903489]; positive regulation of MHC class II biosynthetic process [GO:0045348]; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction [GO:0051897]; positive regulation of phospholipid biosynthetic process [GO:0071073]; positive regulation of plasma cell differentiation [GO:1900100]; positive regulation of protein acetylation [GO:1901985]; positive regulation of protein import into nucleus [GO:0042307]; positive regulation of protein phosphorylation [GO:0001934]; positive regulation of T cell differentiation [GO:0045582]; positive regulation of TOR signaling [GO:0032008]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of vascular associated smooth muscle cell migration [GO:1904754]; positive regulation of vascular associated smooth muscle cell proliferation [GO:1904707]; positive regulation of vascular wound healing [GO:0035470]; protein destabilization [GO:0031648]; protein transport [GO:0015031]; regulation of autophagy [GO:0010506]; regulation of cell growth [GO:0001558]; regulation of protein stability [GO:0031647]; regulation of transcription by RNA polymerase II [GO:0006357]; response to endoplasmic reticulum stress [GO:0034976]; response to insulin-like growth factor stimulus [GO:1990418]; sterol homeostasis [GO:0055092]; transcription by RNA polymerase II [GO:0006366]; ubiquitin-dependent protein catabolic process [GO:0006511]; vascular endothelial growth factor receptor signaling pathway [GO:0048010]	41942632	136
Dicarboxylate carrier SLC25A8 (Mitochondrial uncoupling protein 2) (UCP 2) (Solute carrier family 25 member 8) (UCPH)	UCP2 SLC25A8	adaptive thermogenesis [GO:1990845]; C4-dicarboxylate transport [GO:0015740]; cellular response to amino acid starvation [GO:0034198]; cellular response to glucose stimulus [GO:0071333]; cellular response to insulin stimulus [GO:0032869]; cellular response to lead ion [GO:0071284]; glutamine metabolic process [GO:0006541]; glycolytic process [GO:0006096]; liver regeneration [GO:0097421]; long-chain fatty acid transport [GO:0015909]; macrophage differentiation [GO:0030225]; mitochondrial fission [GO:0000266]; mitochondrial transmembrane transport [GO:1990542]; negative regulation of calcium import into the mitochondrion [GO:0110099]; negative regulation of insulin secretion involved in cellular response to glucose stimulus [GO:0061179]; negative regulation of neuron apoptotic process [GO:0043524]; positive regulation of cold-induced thermogenesis [GO:0120162]; proton transmembrane transport [GO:1902600]; reactive oxygen species metabolic process [GO:0072593]; regulation of mitochondrial membrane potential [GO:0051881]; response to cold [GO:0009409]; response to dexamethasone [GO:0071548]; response to fatty acid [GO:0070542]; response to hypoxia [GO:0001666]; response to superoxide [GO:0000303]	42004221	131
Polyubiquitin-B [Cleaved into: Ubiquitin]	UBB	energy homeostasis [GO:0097009]; fat pad development [GO:0060613]; female gonad development [GO:0008585]; female meiosis I [GO:0007144]; hypothalamus gonadotrophin-releasing hormone neuron development [GO:0021888]; male meiosis I [GO:0007141]; mitochondrion transport along microtubule [GO:0047497]; modification-dependent protein catabolic process [GO:0019941]; neuron projection morphogenesis [GO:0048812]; positive regulation of intrinsic apoptotic signaling pathway by p53 class mediator [GO:1902255]; positive regulation of protein monoubiquitination [GO:1902527]; positive regulation of protein ubiquitination [GO:0031398]; protein homotetramerization [GO:0051289]; protein ubiquitination [GO:0016567]; regulation of mitochondrial membrane potential [GO:0051881]; regulation of neuron apoptotic process [GO:0043523]; regulation of proteasomal protein catabolic process [GO:0061136]; seminiferous tubule development [GO:0072520]	34868920	2
Thiosulfate sulfurtransferase (EC 2.8.1.1) (Rhodanese)	TST	cyanate catabolic process [GO:0009440]; epithelial cell differentiation [GO:0030855]; rRNA import into mitochondrion [GO:0035928]; rRNA transport [GO:0051029]; sulfur amino acid catabolic process [GO:0000098]	41370023	39
Y+L amino acid transporter 2 (Cationic amino acid transporter, y+ system) (Solute carrier family 7 member 6) (y(+)L-type amino acid transporter 2) (Y+LAT2) (y+LAT-2)	SLC7A6 KIAA0245	amino acid transmembrane transport [GO:0003333]; glycine betaine transport [GO:0031460]; L-arginine transmembrane transport [GO:1903826]; L-leucine transport [GO:0015820]; neutral amino acid transport [GO:0015804]; nitric oxide biosynthetic process [GO:0006809]; ornithine transport [GO:0015822]	39403788	4
Large neutral amino acids transporter small subunit 1 (4F2 light chain) (4F2 LC) (4F2LC) (CD98 light chain) (Integral membrane protein E16) (E16) (L-type amino acid transporter 1) (hLAT1) (Solute carrier family 7 member 5) (y+ system cationic amino acid transporter)	SLC7A5 CD98LC LAT1 MPE16	alanine transport [GO:0032328]; amino acid import across plasma membrane [GO:0089718]; amino acid transmembrane transport [GO:0003333]; cellular response to glucose starvation [GO:0042149]; cellular response to L-arginine [GO:1903577]; cellular response to lipopolysaccharide [GO:0071222]; isoleucine transport [GO:0015818]; L-histidine transport [GO:1902024]; L-leucine import across plasma membrane [GO:1903801]; L-leucine transport [GO:0015820]; L-tryptophan transmembrane transport [GO:1904556]; liver regeneration [GO:0097421]; methionine transport [GO:0015821]; negative regulation of autophagy [GO:0010507]; negative regulation of gene expression [GO:0010629]; negative regulation of vascular associated smooth muscle cell apoptotic process [GO:1905460]; neutral amino acid transport [GO:0015804]; phenylalanine transport [GO:0015823]; positive regulation of cytokine production involved in immune response [GO:0002720]; positive regulation of glial cell proliferation [GO:0060252]; positive regulation of interleukin-17 production [GO:0032740]; positive regulation of interleukin-4 production [GO:0032753]; positive regulation of L-leucine import across plasma membrane [GO:1905534]; positive regulation of type II interferon production [GO:0032729]; proline transport [GO:0015824]; response to hyperoxia [GO:0055093]; response to muscle activity [GO:0014850]; thyroid hormone transport [GO:0070327]; transport across blood-brain barrier [GO:0150104]; tryptophan transport [GO:0015827]; tyrosine transport [GO:0015828]; valine transport [GO:0015829]; xenobiotic transport [GO:0042908]	41868671	61
Cationic amino acid transporter 2 (CAT-2) (CAT2) (Low affinity cationic amino acid transporter 2) (Solute carrier family 7 member 2)	SLC7A2 ATRC2 CAT2	amino acid import across plasma membrane [GO:0089718]; amino acid transport [GO:0006865]; L-alpha-amino acid transmembrane transport [GO:1902475]; L-amino acid transport [GO:0015807]; L-arginine import across plasma membrane [GO:0097638]; L-arginine transmembrane transport [GO:1903826]; L-ornithine transmembrane transport [GO:1903352]; transport across blood-brain barrier [GO:0150104]	42294887	8
Solute carrier family 7 member 14 (Gamma-aminobutyric acid transporter SLC7A14)	SLC7A14 KIAA1613	amino acid transport [GO:0006865]; gamma-aminobutyric acid import [GO:0051939]	36640347	2
High affinity cationic amino acid transporter 1 (CAT-1) (CAT1) (Ecotropic retroviral leukemia receptor homolog) (Ecotropic retrovirus receptor homolog) (Solute carrier family 7 member 1) (System Y+ basic amino acid transporter)	SLC7A1 ATRC1 ERR REC1L	amino acid import across plasma membrane [GO:0089718]; amino acid transport [GO:0006865]; L-amino acid transport [GO:0015807]; L-arginine import across plasma membrane [GO:0097638]; L-arginine transmembrane transport [GO:1903826]; L-histidine import across plasma membrane [GO:1903810]; L-lysine transmembrane transport [GO:1903401]; L-ornithine transmembrane transport [GO:1903352]; lysine transport [GO:0015819]; monoatomic cation transmembrane transport [GO:0098655]; ornithine transport [GO:0015822]; positive regulation of T cell proliferation [GO:0042102]; transport across blood-brain barrier [GO:0150104]	40618777	4
Sodium- and chloride-dependent glycine transporter 1 (GlyT-1) (GlyT1) (Solute carrier family 6 member 9)	SLC6A9	glycine import across plasma membrane [GO:1903804]; glycine secretion, neurotransmission [GO:0061537]; glycine transport [GO:0015816]; neurotransmitter uptake [GO:0001504]; positive regulation of heme biosynthetic process [GO:0070455]; positive regulation of hemoglobin biosynthetic process [GO:0046985]; regulation of synaptic transmission, glycinergic [GO:0060092]; sodium ion transmembrane transport [GO:0035725]; transport across blood-brain barrier [GO:0150104]	36195292	2
Vesicle transport protein SEC20 (BCL2/adenovirus E1B 19 kDa protein-interacting protein 1) (Transformation-related gene 8 protein) (TRG-8)	BNIP1 NIP1 SEC20L TRG8	apoptotic process [GO:0006915]; apoptotic process in response to mitochondrial fragmentation [GO:0140208]; endoplasmic reticulum membrane fusion [GO:0016320]; endoplasmic reticulum organization [GO:0007029]; execution phase of apoptosis [GO:0097194]; negative regulation of apoptotic process [GO:0043066]; response to activity [GO:0014823]; response to oxygen-glucose deprivation [GO:0090649]; response to starvation [GO:0042594]; retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum [GO:0006890]	30840260	5
F-box/WD repeat-containing protein 1A (E3RSIkappaB) (Epididymis tissue protein Li 2a) (F-box and WD repeats protein beta-TrCP) (pIkappaBalpha-E3 receptor subunit)	BTRC BTRCP FBW1A FBXW1A	branching involved in mammary gland duct morphogenesis [GO:0060444]; mammary gland epithelial cell proliferation [GO:0033598]; negative regulation of smoothened signaling pathway [GO:0045879]; negative regulation of T cell receptor signaling pathway [GO:0050860]; negative regulation of transcription by RNA polymerase II [GO:0000122]; non-canonical NF-kappaB signal transduction [GO:0038061]; positive regulation of circadian rhythm [GO:0042753]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of proteolysis [GO:0045862]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein dephosphorylation [GO:0006470]; protein destabilization [GO:0031648]; protein K48-linked ubiquitination [GO:0070936]; protein polyubiquitination [GO:0000209]; protein ubiquitination [GO:0016567]; regulation of canonical NF-kappaB signal transduction [GO:0043122]; regulation of canonical Wnt signaling pathway [GO:0060828]; regulation of cell cycle [GO:0051726]; regulation of circadian rhythm [GO:0042752]; regulation of proteasomal protein catabolic process [GO:0061136]; rhythmic process [GO:0048511]; SCF-dependent proteasomal ubiquitin-dependent protein catabolic process [GO:0031146]; signal transduction [GO:0007165]; ubiquitin-dependent protein catabolic process [GO:0006511]; Wnt signaling pathway [GO:0016055]	42098832	4
Neutral amino acid transporter 9 (Solute carrier family 38 member 9) (Up-regulated in lung cancer 11)	SLC38A9 URLC11	amino acid transmembrane transport [GO:0003333]; asparagine transport [GO:0006867]; cellular response to amino acid stimulus [GO:0071230]; glutamine transport [GO:0006868]; L-arginine transmembrane transport [GO:1903826]; positive regulation of TOR signaling [GO:0032008]; positive regulation of TORC1 signaling [GO:1904263]	41811103	12
Multifunctional protein CAD (Carbamoyl phosphate synthetase 2-aspartate transcarbamylase-dihydroorotase) [Includes: Glutamine-dependent carbamoyl phosphate synthase (EC 6.3.5.5); Glutamine amidotransferase (GATase) (GLNase) (EC 3.5.1.2); Ammonium-dependent carbamoyl phosphate synthase (CPS) (CPSase) (EC 6.3.4.16); Aspartate carbamoyltransferase (EC 2.1.3.2); Dihydroorotase (EC 3.5.2.3)]	CAD	de novo' pyrimidine nucleobase biosynthetic process [GO:0006207]; 'de novo' UMP biosynthetic process [GO:0044205]; animal organ regeneration [GO:0031100]; cellular response to epidermal growth factor stimulus [GO:0071364]; citrulline biosynthetic process [GO:0019240]; female pregnancy [GO:0007565]; glutamine metabolic process [GO:0006541]; heart development [GO:0007507]; lactation [GO:0007595]; liver development [GO:0001889]; response to amine [GO:0014075]; response to caffeine [GO:0031000]; response to cortisol [GO:0051414]; response to insulin [GO:0032868]; response to starvation [GO:0042594]; response to testosterone [GO:0033574]; UDP biosynthetic process [GO:0006225]; UTP biosynthetic process [GO:0006228]; xenobiotic metabolic process [GO:0006805]	41717882	209
Laforin (EC 3.1.3.-) (EC 3.1.3.16) (EC 3.1.3.48) (Glucan phosphatase) (Glycogen phosphatase) (Lafora PTPase) (LAFPTPase)	EPM2A	autophagosome assembly [GO:0000045]; calcium ion transport [GO:0006816]; carbohydrate phosphorylation [GO:0046835]; dephosphorylation [GO:0016311]; glial cell proliferation [GO:0014009]; glycogen biosynthetic process [GO:0005978]; glycogen metabolic process [GO:0005977]; habituation [GO:0046959]; L-glutamate transmembrane transport [GO:0015813]; mitochondrion organization [GO:0007005]; negative regulation of cell cycle [GO:0045786]; negative regulation of dephosphorylation [GO:0035305]; negative regulation of gene expression [GO:0010629]; negative regulation of phosphatase activity [GO:0010923]; peptidyl-tyrosine dephosphorylation [GO:0035335]; positive regulation of macroautophagy [GO:0016239]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein dephosphorylation [GO:0006470]; regulation of cell growth [GO:0001558]; regulation of proteasomal protein catabolic process [GO:0061136]; regulation of protein import into nucleus [GO:0042306]; regulation of protein localization to plasma membrane [GO:1903076]; regulation of protein ubiquitination [GO:0031396]; Wnt signaling pathway [GO:0016055]	24914213	4
Histone acetyltransferase p300 (p300 HAT) (EC 2.3.1.48) (E1A-associated protein p300) (Histone butyryltransferase p300) (EC 2.3.1.-) (Histone crotonyltransferase p300) (EC 2.3.1.-) (Protein 2-hydroxyisobutyryltransferase p300) (EC 2.3.1.-) (Protein isonicotinyltransferase p300) (EC 2.3.1.-) (Protein lactyltransferas p300) (EC 2.3.1.-) (Protein propionyltransferase p300) (EC 2.3.1.-)	EP300 P300	animal organ morphogenesis [GO:0009887]; apoptotic process [GO:0006915]; B cell differentiation [GO:0030183]; behavioral defense response [GO:0002209]; canonical NF-kappaB signal transduction [GO:0007249]; canonical Wnt signaling pathway [GO:0060070]; cellular response to L-leucine [GO:0071233]; cellular response to nutrient levels [GO:0031669]; cellular response to UV [GO:0034644]; circadian rhythm [GO:0007623]; DNA repair-dependent chromatin remodeling [GO:0140861]; face morphogenesis [GO:0060325]; fat cell differentiation [GO:0045444]; heart development [GO:0007507]; host-mediated activation of viral transcription [GO:0043923]; internal peptidyl-lysine acetylation [GO:0018393]; internal protein amino acid acetylation [GO:0006475]; intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator [GO:0042771]; learning or memory [GO:0007611]; lung development [GO:0030324]; megakaryocyte development [GO:0035855]; multicellular organism growth [GO:0035264]; N-terminal peptidyl-lysine acetylation [GO:0018076]; negative regulation of autophagy [GO:0010507]; negative regulation of brown fat cell differentiation [GO:1903444]; negative regulation of chromosome condensation [GO:1902340]; negative regulation of gluconeogenesis [GO:0045721]; negative regulation of protein oligomerization [GO:0032460]; negative regulation of protein-containing complex assembly [GO:0031333]; negative regulation of transcription by RNA polymerase II [GO:0000122]; nervous system development [GO:0007399]; peptidyl-lysine butyrylation [GO:0140067]; peptidyl-lysine crotonylation [GO:0140066]; peptidyl-lysine propionylation [GO:0061921]; platelet formation [GO:0030220]; positive regulation of DNA-binding transcription factor activity [GO:0051091]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of neuron projection development [GO:0010976]; positive regulation of protein import into nucleus [GO:0042307]; positive regulation of receptor signaling pathway via JAK-STAT [GO:0046427]; positive regulation of T-helper 17 cell lineage commitment [GO:2000330]; positive regulation of TORC1 signaling [GO:1904263]; positive regulation of TORC2 signaling [GO:1904515]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transforming growth factor beta receptor signaling pathway [GO:0030511]; protein acetylation [GO:0006473]; protein destabilization [GO:0031648]; protein stabilization [GO:0050821]; regulation of androgen receptor signaling pathway [GO:0060765]; regulation of autophagy [GO:0010506]; regulation of cellular response to heat [GO:1900034]; regulation of glycolytic process [GO:0006110]; regulation of mitochondrion organization [GO:0010821]; regulation of signal transduction by p53 class mediator [GO:1901796]; regulation of tubulin deacetylation [GO:0090043]; response to estrogen [GO:0043627]; response to hypoxia [GO:0001666]; skeletal muscle tissue development [GO:0007519]; somitogenesis [GO:0001756]; stimulatory C-type lectin receptor signaling pathway [GO:0002223]; swimming [GO:0036268]; thigmotaxis [GO:0001966]; transcription initiation-coupled chromatin remodeling [GO:0045815]	41565034	62
